STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"SECTION1","text_section1","Icon by"
6,Image,"IMAGE2","image_2",""
7,Text,"HEADLINE3","headline_3","Đinh Nguyên &amp; Thùy Trang"
8,Text,"HEADLINE4","headline_4","Đinh Nguyên &amp; Thùy Trang"
9,Text,"LINE1","wedding_party","THƯ MỜI TIỆC CƯỚI"
10,Text,"HEADLINE5","wedding_party_2","THƯ MỜI TIỆC CƯỚI"
11,Text,"HEADLINE6","weekday","THỨ BẢY - 16:30"
12,Text,"LINE2","weekday_2","THỨ BẢY - 16:30"
13,Text,"HEADLINE7","headline_7","04 . 10 . 2025"
14,Text,"HEADLINE8","headline_8","CHỦ NHẬT - 14:00"
15,Text,"HEADLINE30","headline_30","CHỦ NHẬT - 14:00"
16,Text,"NOTIFY1","text_notify1","05 . 10 . 2025"
17,Text,"BUTTON_SHAPE39","button__SHAPE39",""
18,Text,"BUTTON_TEXT39","button_39","“Hôn nhân là chuyện cả đời,"
19,Text,"SECTION2","text_section2","“Hôn nhân là chuyện cả đời,"
20,Text,"PARAGRAPH1","text_1","“Hôn nhân là chuyện cả đời,"
21,Image,"IMAGE3","image_3",""
22,Image,"IMAGE5","image_5",""
23,Text,"GROUP4","bride_name","Cô Dâu"
24,Text,"HEADLINE13","bride_name_2","Cô Dâu"
25,Text,"HEADLINE14","bride_name_3","Cô Dâu"
26,Text,"GROUP3","bride_name_4","Cô Dâu"
27,Text,"HEADLINE11","headline_11","Thùy Trang"
28,Text,"HEADLINE12","groom_name","Chú Rể"
29,Text,"PARAGRAPH2","groom_name_2","Chú Rể"
30,Text,"PARAGRAPH3","groom_family","NHÀ TRAI"
31,Text,"PARAGRAPH95","bride_family","NHÀ GÁI"
32,Text,"PARAGRAPH96","text_96","Tổ Dân Phố Tân Mỹ,"
33,Image,"IMAGE33","image_33",""
34,Text,"SECTION3","text_section3","Kim Sơn, Ninh Bình"
35,Text,"LINE3","text_line3","Thư Mời"
36,Text,"HEADLINE15","headline_15","Thư Mời"
37,Text,"HEADLINE21","headline_21","Thư Mời"
38,Text,"PARAGRAPH5","text_5","Thư Mời"
39,Image,"IMAGE6","image_6",""
40,Image,"IMAGE7","image_7",""
41,Image,"IMAGE8","image_8",""
42,Text,"SECTION4","bride_family_2","TIỆC CƯỚI NHÀ GÁI"
43,Text,"GROUP7","bride_family_3","TIỆC CƯỚI NHÀ GÁI"
44,Text,"BOX2","bride_family_4","TIỆC CƯỚI NHÀ GÁI"
45,Text,"HEADLINE16","bride_family_5","TIỆC CƯỚI NHÀ GÁI"
46,Text,"GROUP5","bride_family_6","TIỆC CƯỚI NHÀ GÁI"
47,Text,"HEADLINE17","bride_family_7","TIỆC CƯỚI NHÀ GÁI"
48,Text,"HEADLINE19","weekday_3","THỨ 7 I 16:30"
49,Text,"HEADLINE22","headline_22","04 . 10 . 2025"
50,Text,"GROUP6","event_date","(Tức ngày 13 Tháng 08 Năm Ất Tỵ)"
51,Text,"HEADLINE20","event_date_2","(Tức ngày 13 Tháng 08 Năm Ất Tỵ)"
52,Text,"HEADLINE23","bride_family_8","Tại Tư Gia Nhà Gái"
53,Text,"BUTTON2","event_year","Xóm Nam Cường, Văn Hải,"
54,Text,"BUTTON_TEXT2","confirm_button","XÁC NHẬN THAM DỰ"
55,Text,"GROUP68","confirm_button_2","XÁC NHẬN THAM DỰ"
56,Text,"BOX35","confirm_button_3","XÁC NHẬN THAM DỰ"
57,Text,"HEADLINE109","groom_family_2","TIỆC CƯỚI NHÀ TRAI"
58,Text,"GROUP69","groom_family_3","TIỆC CƯỚI NHÀ TRAI"
59,Text,"HEADLINE110","groom_family_4","TIỆC CƯỚI NHÀ TRAI"
60,Text,"HEADLINE111","weekday_4","THỨ 7 I 16:30"
61,Text,"HEADLINE112","headline_112","04 . 10 . 2025"
62,Text,"GROUP70","event_date_3","(Tức ngày 13 Tháng 08 Năm Ất Tỵ)"
63,Text,"HEADLINE113","event_date_4","(Tức ngày 13 Tháng 08 Năm Ất Tỵ)"
64,Text,"HEADLINE114","groom_family_5","Tại Tư Gia Nhà Trai"
65,Text,"BUTTON23","button_23","Tổ Dân Phố Tân Mỹ,"
66,Text,"BUTTON_TEXT23","confirm_button_4","XÁC NHẬN THAM DỰ"
67,Text,"SECTION5","confirm_button_5","XÁC NHẬN THAM DỰ"
68,Text,"LINE4","confirm_button_6","XÁC NHẬN THAM DỰ"
69,Text,"GROUP11","vu_quy_ceremony","LỄ VU QUY"
70,Text,"HEADLINE31","vu_quy_ceremony_2","LỄ VU QUY"
71,Text,"HEADLINE32","vu_quy_ceremony_3","LỄ VU QUY"
72,Text,"HEADLINE33","vu_quy_ceremony_4","LỄ VU QUY"
73,Text,"HEADLINE34","and_text","Vào Chủ Nhật - 14:00"
74,Text,"HEADLINE35","event_month","Tháng 10"
75,Text,"LINE5","text_line5","2025"
76,Text,"LINE6","text_line6","2025"
77,Text,"HEADLINE36","event_date_5","(Tức ngày 14 Tháng 08 Năm Ất Tỵ)"
78,Text,"LINE7","event_date_6","(Tức ngày 14 Tháng 08 Năm Ất Tỵ)"
79,Text,"GROUP72","event_date_7","(Tức ngày 14 Tháng 08 Năm Ất Tỵ)"
80,Text,"HEADLINE121","marriage_ceremony","LỄ THÀNH HÔN"
81,Text,"HEADLINE122","marriage_ceremony_2","LỄ THÀNH HÔN"
82,Text,"HEADLINE123","marriage_ceremony_3","LỄ THÀNH HÔN"
83,Text,"HEADLINE124","and_text_2","Vào Chủ Nhật - 14:00"
84,Text,"HEADLINE125","event_month_2","Tháng 10"
85,Text,"LINE21","text_line21","2025"
86,Text,"LINE22","text_line22","2025"
87,Text,"HEADLINE126","event_date_8","(Tức ngày 14 Tháng 08 Năm Ất Tỵ)"
88,Text,"BUTTON24","event_date_9","(Tức ngày 14 Tháng 08 Năm Ất Tỵ)"
89,Text,"BUTTON_TEXT24","confirm_button_7","XÁC NHẬN THAM DỰ"
90,Text,"BUTTON25","confirm_button_8","XÁC NHẬN THAM DỰ"
91,Text,"BUTTON_TEXT25","confirm_button_9","XÁC NHẬN THAM DỰ"
92,Text,"BUTTON26","confirm_button_10","XÁC NHẬN THAM DỰ"
93,Text,"BUTTON_TEXT26","send_button","GỬI MỪNG CƯỚI"
94,Text,"BUTTON29","send_button_2","GỬI MỪNG CƯỚI"
95,Text,"BUTTON_TEXT29","send_button_3","GỬI MỪNG CƯỚI"
96,Text,"SECTION10","send_button_4","GỬI MỪNG CƯỚI"
97,Text,"SHAPE4","text_shape4",""
98,Text,"HEADLINE90","event_month_3","Tháng 10"
99,Text,"LINE17","event_month_4","Tháng 10"
100,Text,"HEADLINE91","event_month_5","Tháng 10"
101,Text,"HEADLINE92","headline_92","MONDAY"
102,Text,"HEADLINE93","headline_93","MONDAY"
103,Text,"HEADLINE94","headline_94","TUESDAY"
104,Text,"HEADLINE95","headline_95","WEDNESDAY"
105,Text,"HEADLINE96","weekday_5","THURSDAY"
106,Text,"HEADLINE97","headline_97","FRIDAY"
107,Text,"LINE18","text_line18","SATURDAY"
108,Text,"LINE26","text_line26","SUNDAY"
109,Text,"PARAGRAPH71","text_71",""
110,Text,"PARAGRAPH62","text_62",""
111,Text,"PARAGRAPH70","text_70",""
112,Text,"PARAGRAPH72","text_72",""
113,Text,"PARAGRAPH73","text_73",""
114,Text,"PARAGRAPH60","text_60",""
115,Text,"PARAGRAPH61","text_61",""
116,Text,"PARAGRAPH63","text_63",""
117,Text,"PARAGRAPH64","text_64",""
118,Text,"PARAGRAPH66","text_66",""
119,Text,"PARAGRAPH74","text_74",""
120,Text,"PARAGRAPH75","text_75",""
121,Text,"PARAGRAPH59","text_59",""
122,Text,"PARAGRAPH65","text_65",""
123,Text,"PARAGRAPH76","text_76",""
124,Text,"PARAGRAPH77","text_77",""
125,Text,"PARAGRAPH78","text_78",""
126,Text,"PARAGRAPH79","text_79",""
127,Text,"PARAGRAPH80","text_80",""
128,Text,"PARAGRAPH81","text_81",""
129,Text,"PARAGRAPH82","text_82",""
130,Text,"PARAGRAPH83","text_83",""
131,Text,"PARAGRAPH84","text_84",""
132,Text,"PARAGRAPH85","text_85",""
133,Text,"PARAGRAPH86","text_86",""
134,Text,"PARAGRAPH87","text_87",""
135,Text,"PARAGRAPH88","text_88",""
136,Text,"PARAGRAPH97","text_97",""
137,Text,"PARAGRAPH98","text_98",""
138,Text,"PARAGRAPH99","text_99",""
139,Text,"PARAGRAPH100","text_100",""
