STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Image,"IMAGE1","image_1",""
6,Text,"PARAGRAPH1","save_text","SAVE OUR DATE"
7,Image,"IMAGE2","image_2",""
8,Text,"GROUP10","save_text_2","SAVE OUR DATE"
9,Text,"HEADLINE3","headline_3","Hoàng Long"
10,Text,"HEADLINE4","headline_4","Hoàng Long"
11,Text,"SECTION11","text_section11","Hoàng Long"
12,Image,"IMAGE50","image_50",""
13,Image,"IMAGE51","image_51",""
14,Text,"HEADLINE112","save_text_3","Save"
15,Text,"HEADLINE113","save_text_4","Save"
16,Text,"HEADLINE114","save_text_5","Save"
17,Image,"IMAGE52","image_52",""
18,Text,"GROUP55","date_text","date"
19,Text,"HEADLINE115","event_date","Ngày chung đôi"
20,Text,"HEADLINE116","event_date_2","Ngày chung đôi"
21,Text,"HEADLINE117","event_date_3","Ngày chung đôi"
22,Text,"HEADLINE118","weekday","Thứ 5"
23,Text,"HEADLINE119","weekday_2","Thứ 4"
24,Text,"HEADLINE120","weekday_3","Thứ 3"
25,Text,"HEADLINE121","weekday_4","Thứ 2"
26,Text,"HEADLINE122","weekday_5","Thứ 6"
27,Text,"HEADLINE123","weekday_6","Thứ 7"
28,Text,"HEADLINE124","headline_124","Chủ nhật"
29,Text,"HEADLINE125","headline_125",""
30,Text,"HEADLINE126","headline_126",""
31,Text,"HEADLINE127","headline_127",""
32,Text,"HEADLINE128","headline_128",""
33,Text,"HEADLINE129","headline_129",""
34,Text,"HEADLINE130","headline_130",""
35,Text,"HEADLINE131","headline_131",""
36,Text,"HEADLINE132","headline_132",""
37,Text,"HEADLINE133","headline_133",""
38,Text,"HEADLINE134","headline_134",""
39,Text,"HEADLINE135","headline_135",""
40,Text,"HEADLINE136","headline_136",""
41,Text,"HEADLINE137","headline_137",""
42,Text,"HEADLINE138","headline_138",""
43,Text,"HEADLINE139","headline_139",""
44,Text,"HEADLINE140","headline_140",""
45,Text,"HEADLINE141","headline_141",""
46,Text,"HEADLINE142","headline_142",""
47,Text,"HEADLINE143","headline_143",""
48,Text,"HEADLINE144","headline_144",""
49,Text,"HEADLINE145","headline_145",""
50,Text,"HEADLINE146","headline_146",""
51,Text,"HEADLINE147","headline_147",""
52,Text,"HEADLINE148","headline_148",""
53,Text,"HEADLINE149","headline_149",""
54,Text,"HEADLINE150","headline_150",""
55,Text,"HEADLINE151","headline_151",""
56,Text,"HEADLINE152","headline_152",""
57,Text,"HEADLINE153","headline_153",""
58,Image,"IMAGE53","image_53",""
59,Image,"IMAGE54","image_54",""
60,Text,"HEADLINE154","headline_154","Hôn Lễ"
61,Text,"GROUP56","text_group56","Hôn Lễ"
62,Text,"GROUP57","text_group57","Hôn Lễ"
63,Text,"HEADLINE155","headline_155","Hôn Lễ"
64,Text,"HEADLINE156","groom_family","Nhà trai"
65,Text,"GROUP58","groom_family_2","Nhà trai"
66,Text,"HEADLINE157","grandfather_name","ÔNG TRẦN VĂN NAM"
67,Text,"HEADLINE158","bride_family","Nhà gái"
68,Text,"BUTTON8","grandfather_name_2","ÔNG NGUYỄN VĂN HẬU"
69,Text,"BUTTON_TEXT8","event_year","Út nam"
70,Text,"GROUP59","event_year_2","Út nam"
71,Text,"HEADLINE160","event_year_3","Út nam"
72,Text,"HEADLINE161","event_year_4","Út nam"
73,Text,"GROUP60","event_year_5","Út nam"
74,Text,"HEADLINE162","headline_162","Hoàng Long"
75,Text,"HEADLINE163","headline_163","Trưởng nữ"
76,Image,"IMAGE55","image_55",""
77,Text,"PARAGRAPH22","invitation_text","TRÂN TRỌNG KÍNH MỜI"
78,Text,"PARAGRAPH23","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
79,Text,"PARAGRAPH24","invitation_text_3","TRÂN TRỌNG KÍNH MỜI"
80,Text,"GROUP63","view_button","CAPELLA PARKVIEW 33"
81,Text,"GROUP64","view_button_2","CAPELLA PARKVIEW 33"
82,Image,"IMAGE56","image_56",""
83,Text,"HEADLINE165","view_button_3","CAPELLA PARKVIEW 33"
84,Text,"BUTTON9","view_button_4","CAPELLA PARKVIEW 33"
85,Text,"BUTTON_TEXT9","view_button_5","Xem bản đồ"
86,Text,"GROUP65","view_button_6","Xem bản đồ"
87,Text,"GROUP66","view_button_7","Xem bản đồ"
88,Image,"IMAGE57","image_57",""
89,Text,"HEADLINE167","event_date_4","CHỦ NHẬT, NGÀY 20"
90,Text,"BUTTON10","event_date_5","CHỦ NHẬT, NGÀY 20"
91,Text,"BUTTON_TEXT10","button_10","Mừng cưới"
92,Text,"HEADLINE169","headline_169","Mừng cưới"
93,Text,"GROUP67","groom_family_3","Tiệc Cưới Nhà Trai"
94,Text,"LINE16","groom_family_4","Tiệc Cưới Nhà Trai"
95,Text,"GROUP68","text_group68","Tổ 1, Thôn 2, Xã An Bình,"
96,Text,"GROUP69","text_group69","Tổ 1, Thôn 2, Xã An Bình,"
97,Image,"IMAGE58","image_58",""
98,Text,"HEADLINE170","headline_170","Tổ 1, Thôn 2, Xã An Bình,"
99,Text,"BUTTON11","button_11","Tổ 1, Thôn 2, Xã An Bình,"
100,Text,"BUTTON_TEXT11","view_button_8","Xem bản đồ"
101,Text,"GROUP70","view_button_9","Xem bản đồ"
102,Text,"GROUP71","view_button_10","Xem bản đồ"
103,Image,"IMAGE59","image_59",""
104,Text,"HEADLINE172","event_date_6","CHỦ NHẬT, NGÀY 20"
105,Text,"BUTTON12","event_date_7","CHỦ NHẬT, NGÀY 20"
106,Text,"BUTTON_TEXT12","button_12","Mừng cưới"
107,Text,"HEADLINE174","headline_174","Mừng cưới"
108,Text,"SECTION3","bride_family_2","Tiệc Cưới Nhà Gái"
109,Text,"GROUP41","bride_family_3","Tiệc Cưới Nhà Gái"
110,Image,"IMAGE11","image_11",""
111,Text,"HEADLINE78","headline_78","Long &amp; Thảo"
112,Text,"PARAGRAPH2","text_2","Long &amp; Thảo"
113,Image,"IMAGE12","image_12",""
114,Text,"LINE3","bride_name","Cô dâu Thanh Thảo"
115,Text,"LINE4","bride_name_2","Cô dâu Thanh Thảo"
116,Text,"HEADLINE79","bride_name_3","Cô dâu Thanh Thảo"
117,Text,"PARAGRAPH3","bride_name_4","Cô dâu Thanh Thảo"
118,Text,"PARAGRAPH4","groom_name","Chú rể Hoàng Long khi gặp Thảo còn khá bộc trực, thẳng thắn và đôi chút trẻ con, nên không ít lần làm Thảo giận. Nhưng chính những điều đó đã giúp Long dần trưởng thành và điềm đạm hơn. Với Long, Thảo..."
119,Image,"IMAGE13","image_13",""
120,Text,"LINE5","groom_name_2","Chú rể Hoàng Long"
121,Text,"LINE6","groom_name_3","Chú rể Hoàng Long"
122,Text,"HEADLINE80","groom_name_4","Chú rể Hoàng Long"
123,Text,"SECTION4","groom_name_5","Chú rể Hoàng Long"
124,Text,"GROUP44","groom_name_6","Chú rể Hoàng Long"
125,Image,"IMAGE21","image_21",""
126,Image,"IMAGE22","image_22",""
127,Image,"IMAGE23","image_23",""
128,Image,"IMAGE24","image_24",""
129,Text,"HEADLINE81","headline_81","2016"
130,Text,"HEADLINE82","headline_82","2016"
131,Text,"HEADLINE83","headline_83","2016"
132,Text,"HEADLINE84","headline_84","2022"
133,Text,"PARAGRAPH5","text_5","2023"
134,Text,"PARAGRAPH6","text_6","2025"
135,Text,"PARAGRAPH7","text_7","Khi chúng mình cùng nhau"
136,Text,"PARAGRAPH8","text_8","Khi chúng mình cùng nhau"
137,Image,"IMAGE63","image_63",""
138,Image,"IMAGE64","image_64",""
139,Image,"IMAGE65","image_65",""
140,Image,"IMAGE66","image_66",""
141,Text,"PARAGRAPH25","love_text","""We keep this love in a photograph"""
142,Image,"IMAGE67","image_67",""
143,Image,"IMAGE68","image_68",""
144,Image,"IMAGE69","image_69",""
145,Text,"PARAGRAPH26","event_date_8","Anh đã chờ em rất lâu, chờ những ngày ta cùng trưởng thành, cùng đi qua buồn vui, để hôm nay được nắm tay em trong giờ phút trọng đại này. Mọi chờ đợi đều xứng đáng, vì cuối cùng anh đã có em – người ..."
146,Text,"GROUP74","album_title","XEM THÊM ALBUM"
147,Text,"HEADLINE175","album_title_2","XEM THÊM ALBUM"
148,Text,"SHAPE4","album_title_3","XEM THÊM ALBUM"
149,Text,"SECTION7","text_section7","Chương trình"
150,Text,"GROUP46","text_group46","Chương trình"
151,Image,"IMAGE35","image_35",""
152,Text,"HEADLINE92","headline_92","Chương trình"
153,Image,"IMAGE46","image_46",""
154,Image,"IMAGE36","image_36",""
