STT,Loại,ID,Tên cột,Nội dung
1,Text,"musicToggle","text_musictoggle","svg{ pointer-events: none; color: #0CB1C7 }"
2,Text,"musicIcon","text_musicicon",""
3,Text,"display-save-date","save_the_date","Save The Date"
4,Text,"display-time","and_text","Vào lúc"
5,Text,"display-day","and_text_2","Vào lúc"
6,Text,"display-month-year","event_date","Ngày"
7,Text,"countdown-container","event_month","Tháng / Năm"
8,Text,"minutes","event_time","Giờ"
9,Text,"seconds","text_seconds","Phút"
10,Text,"display-weekday-text","text_display-weekday-text","Giây"
11,Text,"display-time-an-tiec-2","and_text_3","Vào lúc"
12,Text,"display-day-an-tiec-2","event_date_2","Ngày"
13,Text,"display-month-year-an-tiec-2","event_month_2","Tháng / Năm"
14,Text,"countdown-container-an-tiec-2","text_countdown-container-an-tiec-2","12/2025"
15,Text,"display-weekday-text-an-tiec-2","text_display-weekday-text-an-tiec-2","Đã tổ chức"
16,Text,"display-time-hon-le","and_text_4","Vào lúc"
17,Text,"display-day-hon-le","event_date_3","Ngày"
18,Text,"display-month-year-hon-le","event_month_3","Tháng / Năm"
19,Text,"countdown-container-hon-le","text_countdown-container-hon-le","12/2025"
20,Text,"display-weekday-text-hon-le","text_display-weekday-text-hon-le","Đã tổ chức"
21,Text,"calendar-month-label","event_month_4","Tháng 12"
22,Text,"calendar-year-label","event_month_5","Tháng 12"
23,Text,"calendar-grid","weekday","Thu"
24,Text,"address-sections-container","address","Địa chỉ tổ chức ăn tiệc"
25,Text,"address-an-tiec-2","address_2","TẠI ĐỊA CHỈ:"
26,Text,"address-hon-le","address_3","TẠI ĐỊA CHỈ:"
27,Text,"successModal","and_text_5","Sự hiện diện của quý vị là niềm vui và vinh hạnh cho gia đình chúng tôi."
28,Text,"successModalBackdrop","text_successmodalbackdrop","Chân thành cám ơn!"
29,Text,"successModalTitle","sincerely_text","TRÂN TRỌNG CẢM ƠN"
30,Text,"successModalGuest","text_successmodalguest","Thiệp đã nhận"
31,Text,"successModalSubtitle","text_successmodalsubtitle","KHÁCH MỜI"
32,Text,"successModalClose","text_successmodalclose","KHÁCH MỜI"
33,Text,"audio","text_audio","Copyright © 2025 Thế Duy &amp; Mai Phương. All rights reserved."
34,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
35,Text,"mask0_427_34","text_mask0_427_34",""
36,Text,"mask1_427_34","text_mask1_427_34",""
37,Text,"mask2_427_34","text_mask2_427_34",""
38,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
39,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow","Từ điển"
40,Text,"days","text_days","00"
41,Text,"hours","text_hours","00"
