STT,Loại,ID,Tên cột,Nội dung
1,Text,"banner","marriage_ceremony","Lễ Thành Hôn"
2,Text,"about","text_about","GIỚI THIỆU"
3,Text,"time-line","love_text","Love Story"
4,Text,"album","album_title","ALBUM ẢNH"
5,Text,"countdown-secton","text_countdown-secton","CÙNG ĐẾM NGƯỢC THỜI GIAN"
6,Text,"invitation","text_invitation","Giây"
7,Text,"dresscode","text_dresscode","Quy tắc trang phục"
8,Text,"message","send_button","Gửi lời chúc đến cặp đôi"
9,Text,"messageForm","send_button_2","Gửi lời chúc"
10,Text,"postId","send_button_3","Gửi lời chúc"
11,Text,"m_text","send_button_4","Lời nhắn gửi"
12,Text,"form","text_form","console.error('Error:', error)); });"
13,Text,"form-wedding","confirm_button","Xác nhận tham dự"
14,Text,"nha_trai","bride_family","THÀNH HÔN NHÀ GÁI"
15,Text,"f_name","text_f_name","Tên Khách Mời"
16,Text,"wedding-select","text_wedding-select","Có tôi sẽ đến"
17,Text,"f_text","confirm_button_2","Xác nhận"
18,Text,"gift","groom_name","Gửi quà đến cô dâu và chú rể"
19,Image,"box-gift","image_box-gift",""
20,Image,"gift-container","image_gift-container",""
21,Text,"thankyou","text_thankyou",""
22,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
23,Text,"mask0_427_34","text_mask0_427_34",""
24,Text,"mask1_427_34","text_mask1_427_34",""
25,Text,"mask2_427_34","text_mask2_427_34",""
26,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
27,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
