STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"SECTION1","save_text","SAVE"
6,Image,"IMAGE1","image_1",""
7,Text,"HEADLINE3","save_text_2","SAVE"
8,Text,"HEADLINE4","save_text_3","SAVE"
9,Text,"HEADLINE5","save_text_4","SAVE"
10,Text,"HEADLINE6","the_text","the"
11,Text,"GROUP30","date_text","DATE"
12,Text,"PARAGRAPH1","text_1","01 ⋅ 10 ⋅ 2025"
13,Text,"PARAGRAPH2","text_2","THIỆP MỜI"
14,Text,"PARAGRAPH3","invitation_text","TRÂN TRỌNG KÍNH MỜI"
15,Text,"PARAGRAPH4","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
16,Image,"IMAGE3","image_3",""
17,Image,"IMAGE2","image_2",""
18,Image,"IMAGE4","image_4",""
19,Text,"GROUP45","the_text_2","The Bloom Villa"
20,Text,"GROUP2","the_text_3","The Bloom Villa"
21,Text,"HEADLINE10","the_text_4","The Bloom Villa"
22,Text,"HEADLINE11","the_text_5","The Bloom Villa"
23,Text,"GROUP1","text_group1","14B Đường Đống Đa, Phường 13,&nbsp;"
24,Text,"HEADLINE12","headline_12","14B Đường Đống Đa, Phường 13,&nbsp;"
25,Text,"HEADLINE13","event_time","Vào lúc 16 giờ 00 - Thứ Bảy"
26,Text,"HEADLINE14","event_date","NGÀY 01 THÁNG 10 NĂM 2025"
27,Text,"HEADLINE7","event_date_2","Tức Ngày 10 Tháng 08 Âm lịch"
28,Text,"HEADLINE8","headline_8","NHẬT BÌNH"
29,Text,"HEADLINE9","headline_9","NHẬT BÌNH"
30,Text,"GROUP33","text_group33","MỸ QUỲNH"
31,Text,"BUTTON5","button_5","cùng"
32,Text,"BUTTON_TEXT5","button_5_2","Mừng cưới"
33,Text,"BUTTON6","button_6","Mừng cưới"
34,Text,"BUTTON_TEXT6","view_button","Xem chỉ đường"
35,Text,"BUTTON15","view_button_2","Xem chỉ đường"
36,Text,"BUTTON_SHAPE15","button__SHAPE15",""
37,Text,"BUTTON_TEXT15","button_15",""
38,Text,"SECTION10","text_section10",""
39,Image,"IMAGE38","image_38",""
40,Image,"IMAGE39","image_39",""
41,Image,"IMAGE40","image_40",""
42,Text,"GROUP42","bride_family","Tư Gia Nhà Gái"
43,Text,"HEADLINE52","bride_family_2","Tư Gia Nhà Gái"
44,Text,"HEADLINE53","bride_family_3","Tư Gia Nhà Gái"
45,Text,"GROUP43","text_group43","22A Đường Đống Đa, Phường 15,&nbsp;"
46,Text,"HEADLINE54","headline_54","22A Đường Đống Đa, Phường 15,&nbsp;"
47,Text,"HEADLINE55","event_time_2","Vào lúc 16 giờ 00 - Thứ Bảy"
48,Text,"HEADLINE56","event_date_3","NGÀY 01 THÁNG 10 NĂM 2025"
49,Text,"HEADLINE57","event_date_4","Tức Ngày 10 Tháng 08 Âm lịch"
50,Text,"HEADLINE58","event_date_5","Tức Ngày 10 Tháng 08 Âm lịch"
51,Text,"HEADLINE59","headline_59","MỸ QUỲNH"
52,Text,"GROUP44","text_group44","NHẬT BÌNH"
53,Text,"BUTTON13","button_13","cùng"
54,Text,"BUTTON_TEXT13","button_13_2","Mừng cưới"
55,Text,"BUTTON14","button_14","Mừng cưới"
56,Text,"BUTTON_TEXT14","view_button_3","Xem chỉ đường"
57,Text,"SECTION3","view_button_4","Xem chỉ đường"
58,Image,"IMAGE5","image_5",""
59,Text,"HEADLINE15","headline_15","our"
60,Text,"HEADLINE16","headline_16","our"
61,Text,"HEADLINE17","headline_17","our"
62,Text,"SECTION4","text_section4","litte"
63,Text,"GROUP28","love_text","love song"
64,Image,"IMAGE15","image_15",""
65,Text,"HEADLINE18","headline_18","Do more"
66,Image,"IMAGE16","image_16",""
67,Image,"IMAGE12","image_12",""
68,Image,"IMAGE6","image_6",""
69,Image,"IMAGE7","image_7",""
70,Image,"IMAGE10","image_10",""
71,Image,"IMAGE17","image_17",""
72,Image,"IMAGE11","image_11",""
73,Image,"IMAGE8","image_8",""
74,Image,"IMAGE9","image_9",""
75,Image,"IMAGE13","image_13",""
76,Image,"IMAGE14","image_14",""
77,Text,"SECTION5","text_section5","NHẬT BÌNH &amp; MỸ QUỲNH"
78,Text,"GROUP17","text_group17","NHẬT BÌNH &amp; MỸ QUỲNH"
79,Text,"HEADLINE19","headline_19","NHẬT BÌNH &amp; MỸ QUỲNH"
80,Text,"HEADLINE20","headline_20","NHẬT BÌNH &amp; MỸ QUỲNH"
81,Text,"HEADLINE21","headline_21","NHẬT BÌNH &amp; MỸ QUỲNH"
82,Text,"GROUP4","text_group4","01.10.2025"
83,Image,"IMAGE18","image_18",""
84,Text,"HEADLINE22","headline_22","16H"
85,Text,"HEADLINE23","headline_23","16H"
86,Text,"GROUP6","text_group6","16H"
87,Image,"IMAGE19","image_19",""
88,Text,"HEADLINE24","headline_24","17H"
89,Text,"HEADLINE25","headline_25","17H"
90,Text,"GROUP7","text_group7","17H"
91,Image,"IMAGE20","image_20",""
92,Text,"HEADLINE26","headline_26","18H"
93,Text,"HEADLINE27","headline_27","18H"
94,Text,"GROUP8","text_group8","18H"
95,Image,"IMAGE21","image_21",""
96,Text,"HEADLINE28","headline_28","19H"
97,Text,"HEADLINE29","headline_29","19H"
98,Text,"SECTION6","text_section6","19H"
99,Text,"PARAGRAPH5","and_text","AND HOW WE MET..."
100,Text,"PARAGRAPH6","and_text_2","AND HOW WE MET..."
101,Image,"IMAGE23","image_23",""
102,Image,"IMAGE22","image_22",""
103,Image,"IMAGE24","image_24",""
104,Image,"IMAGE27","image_27",""
105,Image,"IMAGE28","image_28",""
106,Image,"IMAGE29","image_29",""
107,Image,"IMAGE30","image_30",""
108,Image,"IMAGE31","image_31",""
109,Text,"GROUP11","view_button_5","XEM THÊM"
110,Text,"HEADLINE30","view_button_6","XEM THÊM"
111,Text,"SHAPE1","view_button_7","XEM THÊM"
112,Text,"SECTION8","text_section8","NHẬT BÌNH"
113,Text,"GROUP22","text_group22","NHẬT BÌNH"
114,Text,"HEADLINE31","headline_31","NHẬT BÌNH"
115,Text,"HEADLINE32","headline_32","NHẬT BÌNH"
116,Text,"GROUP29","text_group29","NHẬT BÌNH"
117,Image,"IMAGE32","image_32",""
118,Text,"HEADLINE33","event_year","Kết thúc quá trình yêu nhau 9 năm, tụi mình đã tiến tới hôn nhân."
119,Text,"HEADLINE34","event_year_2","Kết thúc quá trình yêu nhau 9 năm, tụi mình đã tiến tới hôn nhân."
120,Text,"GROUP23","event_year_3","Kết thúc quá trình yêu nhau 9 năm, tụi mình đã tiến tới hôn nhân."
121,Text,"PARAGRAPH7","event_year_4","Kết thúc quá trình yêu nhau 9 năm, tụi mình đã tiến tới hôn nhân."
122,Text,"HEADLINE35","event_year_5","Kết thúc quá trình yêu nhau 9 năm, tụi mình đã tiến tới hôn nhân."
123,Text,"HEADLINE36","headline_36","Hân hạnh!"
124,Image,"IMAGE33","image_33",""
125,Text,"GROUP24","send_button","Gửi Lời Chúc"
126,Text,"FORM2","send_button_2","Gửi Lời Chúc"
127,Text,"687876a9227d8a0013a24b96","send_button_3","Gửi Lời Chúc"
128,Text,"BUTTON2","send_button_4","Gửi Lời Chúc"
129,Text,"BUTTON_TEXT2","send_button_5","Gửi Lời Chúc"
130,Text,"FORM_ITEM2","send_button_6","Gửi Lời Chúc"
131,Text,"FORM_ITEM4","text_form_item4",""
132,Text,"FORM_ITEM5","text_form_item5",""
133,Text,"FORM_ITEM7","text_form_item7","Có, tôi sẽ đến"
134,Text,"HEADLINE38","headline_38","Có, tôi sẽ đến"
135,Text,"HEADLINE39","headline_39","Tên của Quý khách*"
136,Text,"HEADLINE40","headline_40","Tên của Quý khách*"
137,Text,"HEADLINE41","headline_41","Số điện thoại"
138,Text,"HEADLINE37","headline_37","Quý khách sẽ tham dự chứ?"
139,Text,"GROUP46","confirm_button","XÁC NHẬN THAM DỰ"
140,Text,"PARAGRAPH9","weekday","Bản quyền thuộc Aurora - Thiệp Cưới Online"
141,Image,"GALLERY1","gallery_1",""
142,Text,"POPUP2","text_popup2","Hộp mừng cưới"
143,Text,"HEADLINE42","headline_42","Hộp mừng cưới"
144,Text,"PARAGRAPH8","text_8","Hộp mừng cưới"
145,Text,"GROUP34","text_group34","Hộp mừng cưới"
146,Text,"GROUP35","text_group35","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
147,Text,"BOX1","text_box1","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
