STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"shape_epGtgeqrUA","text_shape_epgtgeqrua",""
6,Text,"SECTION1","text_section1","Duy Anh"
7,Text,"BOX1","text_box1","Duy Anh"
8,Text,"HEADLINE8","headline_8","Duy Anh"
9,Text,"HEADLINE9","headline_9","Duy Anh"
10,Image,"IMAGE2","image_2",""
11,Image,"IMAGE3","image_3",""
12,Image,"IMAGE1","image_1",""
13,Text,"SHAPE12","text_shape12","DUY ANH"
14,Text,"HEADLINE3","headline_3","DUY ANH"
15,Text,"HEADLINE4","headline_4","DUY ANH"
16,Text,"HEADLINE5","headline_5","DUY ANH"
17,Text,"GROUP7","text_group7","MAI LINH"
18,Text,"SHAPE13","and_text","and"
19,Image,"IMAGE4","image_4",""
20,Text,"HEADLINE6","save_text","SAVE"
21,Text,"HEADLINE7","save_text_2","SAVE"
22,Text,"SHAPE16","save_text_3","SAVE"
23,Image,"IMAGE7","image_7",""
24,Image,"IMAGE5","image_5",""
25,Image,"IMAGE40","image_40",""
26,Text,"LINE6","text_line6","DUY"
27,Text,"GROUP52","text_group52","DUY"
28,Text,"HEADLINE52","headline_52","DUY"
29,Text,"HEADLINE53","headline_53","DUY"
30,Text,"HEADLINE54","headline_54","DUY"
31,Text,"GROUP53","text_group53","DUY"
32,Text,"HEADLINE55","headline_55","ANH"
33,Text,"HEADLINE56","headline_56","MAI"
34,Text,"HEADLINE57","headline_57","MAI"
35,Text,"GROUP54","text_group54","MAI"
36,Text,"HEADLINE58","headline_58","LINH"
37,Text,"HEADLINE59","headline_59","Duy Anh"
38,Text,"HEADLINE60","headline_60","Duy Anh"
39,Text,"HEADLINE61","headline_61","Duy Anh"
40,Text,"HEADLINE62","headline_62","Duy Anh"
41,Text,"HEADLINE63","headline_63","Duy Anh"
42,Text,"GROUP55","text_group55","Mai Linh"
43,Text,"BOX17","and_text_2","AND"
44,Text,"HEADLINE64","and_text_3","AND"
45,Text,"GROUP56","text_group56","Lịch trình"
46,Text,"LINE7","text_line7","Lịch trình"
47,Image,"IMAGE41","image_41",""
48,Image,"IMAGE42","image_42",""
49,Image,"IMAGE43","image_43",""
50,Image,"IMAGE44","image_44",""
51,Image,"IMAGE45","image_45",""
52,Image,"IMAGE46","image_46",""
53,Text,"HEADLINE65","headline_65","Rước dâu"
54,Text,"HEADLINE66","headline_66","Rước dâu"
55,Text,"HEADLINE67","headline_67","Rước dâu"
56,Text,"HEADLINE68","wedding_party","Tiệc cưới"
57,Text,"HEADLINE69","headline_69","Làm lễ"
58,Text,"HEADLINE70","headline_70","8:00"
59,Text,"GROUP57","text_group57","9:30"
60,Text,"HEADLINE71","headline_71","10:30"
61,Text,"HEADLINE72","headline_72","Quý Khách"
62,Text,"HEADLINE73","headline_73","Quý Khách"
63,Text,"GROUP58","text_group58","Đến dự bữa cơm thân mật chung vui cùng gia đình chúng tôi"
64,Text,"GROUP59","text_group59","Đến dự bữa cơm thân mật chung vui cùng gia đình chúng tôi"
65,Text,"HEADLINE74","headline_74","Riverside Palace"
66,Text,"HEADLINE75","headline_75","Riverside Palace"
67,Text,"HEADLINE76","wedding_party_2","Trung tâm Hội nghị Tiệc cưới"
68,Text,"GROUP60","text_group60","360D Bến Vân Đồn, Quận 4, TP. HCM"
69,Text,"HEADLINE77","headline_77","360D Bến Vân Đồn, Quận 4, TP. HCM"
70,Text,"HEADLINE78","headline_78","12:00 | 12 / 08 / 2025"
71,Text,"HEADLINE79","event_date","(Tức Ngày 18 Tháng 06 năm Ất Tỵ)"
72,Text,"GROUP61","groom_family","Tiệc Cưới Nhà Trai"
73,Text,"GROUP62","groom_family_2","Tiệc Cưới Nhà Trai"
74,Text,"HEADLINE80","groom_family_3","Tiệc Cưới Nhà Trai"
75,Text,"HEADLINE81","bride_family","Tư Gia Nhà Gái"
76,Text,"HEADLINE82","bride_family_2","Tư Gia Nhà Gái"
77,Text,"GROUP63","text_group63","Tại:"
78,Text,"HEADLINE83","headline_83","Quận 7, TP. HCM"
79,Text,"HEADLINE84","headline_84","12:00 | 12 / 08 / 2025"
80,Text,"HEADLINE85","event_date_2","(Tức Ngày 18 Tháng 06 năm Ất Tỵ)"
81,Text,"LINE11","bride_family_3","Tiệc Cưới Nhà Gái"
82,Text,"BUTTON_SHAPE8","button__SHAPE8",""
83,Text,"BUTTON_TEXT8","button_8",""
84,Text,"SECTION3","text_section3",""
85,Image,"IMAGE20","image_20",""
86,Text,"GROUP21","weekday","""Ai bảo con gái chồng là đau khổ? Hôm nay, em chính thức được cấp phép làm việc dũng mãnh đời rồi đấy! Cảm ơn anh đã đồng ý 'kết án' em. Em hứa sẽ luôn mang đến cho anh những tiếng cười và niềm vui. V..."
87,Text,"HEADLINE39","weekday_2","""Ai bảo con gái chồng là đau khổ? Hôm nay, em chính thức được cấp phép làm việc dũng mãnh đời rồi đấy! Cảm ơn anh đã đồng ý 'kết án' em. Em hứa sẽ luôn mang đến cho anh những tiếng cười và niềm vui. V..."
88,Text,"GROUP19","text_group19","Mai Linh"
89,Text,"BOX5","text_box5","Mai Linh"
90,Image,"IMAGE16","image_16",""
91,Text,"HEADLINE36","headline_36","Mai Linh"
92,Text,"GROUP22","text_group22","Mai Linh"
93,Text,"HEADLINE40","headline_40","Mai Linh"
94,Text,"HEADLINE37","headline_37","Duy Anh"
95,Text,"GROUP20","text_group20","Duy Anh"
96,Text,"BOX6","text_box6","Duy Anh"
97,Image,"IMAGE18","image_18",""
98,Image,"IMAGE22","image_22",""
99,Image,"IMAGE23","image_23",""
100,Image,"IMAGE24","image_24",""
101,Image,"IMAGE25","image_25",""
102,Image,"IMAGE26","image_26",""
103,Image,"IMAGE27","image_27",""
104,Image,"IMAGE28","image_28",""
105,Text,"GROUP23","view_button","XEM THÊM"
106,Text,"HEADLINE41","view_button_2","XEM THÊM"
107,Text,"SHAPE30","view_button_3","XEM THÊM"
108,Image,"GALLERY2","gallery_2",""
109,Image,"IMAGE29","image_29",""
110,Text,"BOX11","text_box11","Chặng đường"
111,Text,"BOX10","text_box10","Chặng đường"
112,Text,"BOX9","text_box9","Chặng đường"
113,Text,"HEADLINE43","headline_43","Chặng đường"
114,Image,"IMAGE31","image_31",""
115,Image,"IMAGE30","image_30",""
116,Text,"PARAGRAPH2","text_2","[12.07.2022]"
117,Text,"PARAGRAPH5","text_5","[12.07.2022]"
118,Text,"PARAGRAPH6","text_6","Tỏ Tình &amp; Hẹn Hò"
119,Text,"PARAGRAPH1","grandfather_name","Tôi lấy hết dũng khí Bày tỏ tình cảm và đã thành công. Chúng tôi có quãng thời gian hẹ hò vô cùng nồng nhiệt và nhiều cảm xúc. Thật tuyệt."
120,Text,"PARAGRAPH3","text_3","[01.12.2020]"
121,Text,"PARAGRAPH4","text_4","[01.12.2020]"
122,Image,"IMAGE32","image_32",""
123,Image,"IMAGE33","image_33",""
124,Text,"PARAGRAPH9","text_9","18.12.2024"
125,Text,"PARAGRAPH7","text_7","18.12.2024"
126,Text,"PARAGRAPH8","text_8","18.12.2024"
127,Image,"IMAGE34","image_34",""
128,Text,"PARAGRAPH10","text_10","[12.08.2025]"
129,Text,"PARAGRAPH11","text_11","[12.08.2025]"
130,Text,"PARAGRAPH12","text_12","[12.08.2025]"
131,Image,"IMAGE35","image_35",""
132,Text,"SECTION6","text_section6","Hộp mừng cưới"
133,Text,"HEADLINE44","headline_44","Hộp mừng cưới"
134,Text,"GROUP38","text_group38","Hộp mừng cưới"
135,Text,"GROUP39","text_group39","Hộp mừng cưới"
136,Text,"BUTTON3","button_3","Tải ảnh QR"
137,Text,"BUTTON_TEXT3","button_3_2","Tải ảnh QR"
138,Text,"BUTTON4","button_4","Tải ảnh QR"
139,Text,"BUTTON_TEXT4","button_4_2","Tải ảnh QR"
140,Text,"HEADLINE45","headline_45","Copy STK"
141,Image,"IMAGE36","image_36",""
142,Text,"BUTTON5","button_5","Tải ảnh QR"
143,Text,"BUTTON_TEXT5","button_5_2","Tải ảnh QR"
144,Text,"BUTTON6","button_6","Tải ảnh QR"
145,Text,"BUTTON_TEXT6","button_6_2","Tải ảnh QR"
146,Text,"HEADLINE46","headline_46","Copy STK"
147,Image,"IMAGE37","image_37",""
148,Text,"SECTION8","text_section8","Thank you!"
149,Text,"HEADLINE47","headline_47","Thank you!"
150,Text,"HEADLINE48","headline_48","Thank you!"
151,Text,"FORM2","text_form2","Mỗi nhà ga trong hành trình cuộc đời đều có ý nghĩa đặc biệt của nó,"
