STT,Loại,ID,Tên cột,Nội dung
1,Image,"style_element","image_style_element",""
2,Image,"background-music","image_background-music",""
3,Image,"music-toggle","image_music-toggle",""
4,Image,"play-icon","image_play-icon",""
5,Image,"pause-icon","image_pause-icon",""
6,Image,"IMAGE4","image_4",""
7,Text,"GROUP39","the_text","Together with"
8,Text,"HEADLINE3","the_text_2","Together with"
9,Text,"HEADLINE4","the_text_3","Together with"
10,Text,"HEADLINE5","headline_5","our families"
11,Text,"HEADLINE6","headline_6","ANH TÚ"
12,Text,"SECTION2","and_text","and"
13,Image,"IMAGE7","image_7",""
14,Image,"IMAGE6","image_6",""
15,Text,"BOX1","wedding_party","&nbsp;Trung Tâm Hội Nghị - Tiệc Cưới"
16,Text,"HEADLINE7","wedding_party_2","&nbsp;Trung Tâm Hội Nghị - Tiệc Cưới"
17,Text,"HEADLINE8","wedding_party_3","&nbsp;Trung Tâm Hội Nghị - Tiệc Cưới"
18,Text,"HEADLINE9","and_text_2","Grand Palace"
19,Text,"GROUP25","text_group25","142/18 Cộng Hoà, Phường 4,"
20,Text,"HEADLINE10","headline_10","142/18 Cộng Hoà, Phường 4,"
21,Text,"HEADLINE11","and_text_3","Vào lúc: 18h00&nbsp;"
22,Text,"HEADLINE12","headline_12","Chủ Nhật"
23,Text,"HEADLINE13","headline_13","&nbsp;25︱09 ︱25"
24,Image,"IMAGE5","image_5",""
25,Text,"PARAGRAPH7","invitation_text","TRÂN TRỌNG KÍNH MỜI"
26,Text,"PARAGRAPH8","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
27,Text,"PARAGRAPH9","text_9","Bạn + Người Thương"
28,Image,"IMAGE39","image_39",""
29,Image,"IMAGE40","image_40",""
30,Text,"BOX20","groom_family","Tiệc Cưới Nhà Trai"
31,Text,"HEADLINE52","groom_family_2","Tiệc Cưới Nhà Trai"
32,Text,"HEADLINE53","groom_family_3","Tiệc Cưới Nhà Trai"
33,Text,"HEADLINE54","groom_family_4","Tư Gia Nhà Trai"
34,Text,"GROUP37","text_group37","Ấp Bình Lạc, Xã Phú Thành,"
35,Text,"HEADLINE55","headline_55","Ấp Bình Lạc, Xã Phú Thành,"
36,Text,"HEADLINE56","and_text_4","Vào lúc: 20h00&nbsp;"
37,Text,"HEADLINE57","headline_57","Chủ Nhật"
38,Text,"HEADLINE58","headline_58","&nbsp;25︱09 ︱25"
39,Image,"IMAGE41","image_41",""
40,Text,"PARAGRAPH13","invitation_text_3","TRÂN TRỌNG KÍNH MỜI"
41,Text,"PARAGRAPH14","invitation_text_4","TRÂN TRỌNG KÍNH MỜI"
42,Text,"PARAGRAPH15","text_15","Bạn + Người Thương"
43,Text,"BUTTON_TEXT10","view_button","Xem chỉ đường"
44,Text,"BUTTON_TEXT12","view_button_2","Xem chỉ đường"
45,Text,"SECTION12","view_button_3","Xem chỉ đường"
46,Text,"COUNTDOWN1","text_countdown1",""
47,Text,"COUNTDOWN_ITEM1","text_countdown_item1",""
48,Text,"COUNTDOWN_ITEM2","text_countdown_item2",""
49,Text,"COUNTDOWN_ITEM3","text_countdown_item3",""
50,Text,"COUNTDOWN_ITEM4","event_date","Ngày"
51,Text,"PARAGRAPH16","event_date_2","Ngày"
52,Text,"PARAGRAPH17","event_date_3","Ngày"
53,Text,"PARAGRAPH18","event_date_4","Ngày"
54,Text,"PARAGRAPH19","event_time","Giờ"
55,Text,"PARAGRAPH20","text_20","Phút"
56,Text,"HEADLINE59","headline_59","Until we officially become Mr. &amp; Mrs."
57,Text,"SECTION3","text_section3","Wedding Countdown"
58,Text,"GROUP40","dresscode_title","DRESSCODE"
59,Text,"HEADLINE14","dresscode_title_2","DRESSCODE"
60,Text,"HEADLINE16","dresscode_title_3","DRESSCODE"
61,Text,"HEADLINE15","event_year","Nam"
62,Text,"GROUP26","event_year_2","Nam"
63,Text,"BOX2","event_year_3","Nam"
64,Image,"IMAGE8","image_8",""
65,Text,"BUTTON9","button_9",""
66,Text,"BUTTON_SHAPE9","button__SHAPE9",""
67,Text,"BUTTON_TEXT9","button_9_2",""
68,Text,"SECTION4","text_section4","ANH TÚ &amp; DIỆU NHI"
69,Text,"GROUP9","text_group9","ANH TÚ &amp; DIỆU NHI"
70,Text,"HEADLINE17","headline_17","ANH TÚ &amp; DIỆU NHI"
71,Text,"HEADLINE18","headline_18","ANH TÚ &amp; DIỆU NHI"
72,Text,"GROUP4","timeline_title","Timeline"
73,Image,"IMAGE9","image_9",""
74,Text,"HEADLINE19","headline_19","17h00"
75,Text,"HEADLINE20","headline_20","17h00"
76,Text,"GROUP5","text_group5","17h00"
77,Image,"IMAGE10","image_10",""
78,Text,"HEADLINE21","headline_21","17h30"
79,Text,"HEADLINE22","headline_22","17h30"
80,Text,"GROUP6","text_group6","17h30"
81,Image,"IMAGE11","image_11",""
82,Text,"HEADLINE23","headline_23","18h00"
83,Text,"HEADLINE24","headline_24","18h00"
84,Text,"SECTION5","wedding_party_4","Tiệc Cưới"
85,Text,"BOX8","bride_name","Cô dâu"
86,Image,"IMAGE12","image_12",""
87,Text,"HEADLINE25","bride_name_2","Cô dâu"
88,Text,"HEADLINE26","bride_name_3","Cô dâu"
89,Image,"IMAGE13","image_13",""
90,Text,"HEADLINE27","bride_name_4","Cô dâu là người con gái dịu dàng, ấm áp nhưng cũng mạnh mẽ và độc lập. Ở cô luôn có sự tinh tế, yêu thương và biết quan tâm đến mọi người xung quanh. Trong ngày cưới, nụ cười của cô rạng rỡ hơn bao gi..."
91,Text,"BOX9","groom_name","Chú rể"
92,Image,"IMAGE14","image_14",""
93,Text,"HEADLINE28","groom_name_2","Chú rể"
94,Text,"HEADLINE29","groom_name_3","Chú rể"
95,Image,"IMAGE15","image_15",""
96,Text,"HEADLINE30","groom_name_4","Chú rể là người đàn ông chín chắn, mạnh mẽ và đầy trách nhiệm. Anh mang trái tim ấm áp, luôn quan tâm và che chở cho người mình yêu. Trong ngày cưới, ánh mắt anh tràn đầy hạnh phúc và tự hào, bởi hôm ..."
97,Text,"SECTION6","text_section6","ANH TÚ &amp; DIỆU NHI"
98,Text,"GROUP10","text_group10","ANH TÚ &amp; DIỆU NHI"
99,Text,"HEADLINE31","headline_31","ANH TÚ &amp; DIỆU NHI"
100,Text,"HEADLINE32","headline_32","ANH TÚ &amp; DIỆU NHI"
101,Image,"IMAGE17","image_17",""
102,Image,"IMAGE18","image_18",""
103,Text,"BOX10","text_box10",""
104,Image,"IMAGE19","image_19",""
105,Text,"HEADLINE33","event_date_5","Ngày ấy, giữa muôn vàn con người, chúng ta chạm mặt nhau như một sự sắp đặt của định mệnh. Ánh mắt đầu tiên đã mở ra câu chuyện dài đầy yêu thương."
106,Text,"BOX12","text_box12",""
107,Image,"IMAGE21","image_21",""
108,Text,"HEADLINE35","event_month","Những buổi hẹn nhẹ nhàng, tiếng cười, những lần nắm tay… đã viết nên từng trang kỷ niệm. Tình yêu lớn dần theo năm tháng, và chúng ta biết rằng mình thuộc về nhau."
109,Text,"BOX11","text_box11",""
110,Image,"IMAGE20","image_20",""
111,Text,"HEADLINE34","event_date_6","Sau hành trình đầy yêu thương, hôm nay chúng ta chính thức gọi nhau là vợ chồng. Ngày vui này là khởi đầu cho một chặng đường mới, cùng nhau xây đắp hạnh phúc."
112,Image,"IMAGE23","image_23",""
113,Image,"IMAGE24","image_24",""
114,Image,"IMAGE25","image_25",""
115,Image,"IMAGE26","image_26",""
116,Image,"IMAGE27","image_27",""
117,Image,"IMAGE28","image_28",""
