STT,Loại,ID,Tên cột,Nội dung
1,Text,"musicToggle","text_musictoggle","svg{ pointer-events: none; color: #0CB1C7 }"
2,Text,"musicIcon","text_musicicon",""
3,Text,"display-save-date","save_the_date","Save The Date"
4,Text,"display-time","and_text","Vào lúc"
5,Text,"display-day","and_text_2","Vào lúc"
6,Text,"display-month-year","event_date","Ngày"
7,Text,"countdown-container","event_month","Tháng / Năm"
8,Text,"display-weekday-text","text_display-weekday-text","Đã tổ chức"
9,Text,"calendar-month-label","event_month_2","Tháng 11"
10,Text,"calendar-year-label","event_month_3","Tháng 11"
11,Text,"calendar-grid","weekday","Thu"
12,Text,"rsvpForm","confirm_button","Xác nhận tham dự"
13,Text,"audio","and_text_3","Sự hiện diện của quý vị là niềm vui và vinh hạnh cho gia đình chúng tôi."
14,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
15,Text,"mask0_427_34","text_mask0_427_34",""
16,Text,"mask1_427_34","text_mask1_427_34",""
17,Text,"mask2_427_34","text_mask2_427_34",""
18,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
19,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
