STT,Loại,ID,Tên cột,Nội dung
1,Image,"style_element","image_style_element",""
2,Image,"background-music","image_background-music",""
3,Image,"music-toggle","image_music-toggle",""
4,Image,"play-icon","image_play-icon",""
5,Image,"pause-icon","image_pause-icon",""
6,Text,"shape_wziADGYGHB","text_shape_wziadgyghb",""
7,Image,"IMAGE3","image_3",""
8,Image,"IMAGE33","image_33",""
9,Text,"GROUP38","text_group38","Minh Quyết"
10,Text,"HEADLINE5","headline_5","Minh Quyết"
11,Text,"HEADLINE6","headline_6","Minh Quyết"
12,Text,"HEADLINE7","headline_7","Minh Quyết"
13,Text,"HEADLINE8","headline_8","Thùy Dung"
14,Text,"GROUP45","text_group45","&amp;"
15,Image,"IMAGE6","image_6",""
16,Text,"HEADLINE69","and_text","Nhấn vào đây để mở phong bì"
17,Text,"NOTIFY2","and_text_2","Nhấn vào đây để mở phong bì"
18,Text,"SECTION5","text_section5","Aurora"
19,Text,"GROUP52","text_group52","Bạn Dâu Rể"
20,Text,"HEADLINE73","headline_73","Sự kiện cưới"
21,Text,"SHAPE9","text_shape9","Sự kiện cưới"
22,Text,"GROUP54","bride_family","Tiệc Cưới Nhà Gái"
23,Text,"BOX17","bride_family_2","Tiệc Cưới Nhà Gái"
24,Image,"IMAGE37","image_37",""
25,Text,"HEADLINE74","bride_family_3","Tiệc Cưới Nhà Gái"
26,Text,"GROUP55","bride_family_4","Tiệc Cưới Nhà Gái"
27,Text,"BUTTON17","bride_family_5","Tiệc Cưới Nhà Gái"
28,Text,"BUTTON_TEXT17","confirm_button","Xác nhận tham dự"
29,Text,"BUTTON18","confirm_button_2","Xác nhận tham dự"
30,Text,"BUTTON_TEXT18","view_button","Xem bản đồ"
31,Text,"GROUP56","view_button_2","Xem bản đồ"
32,Text,"PARAGRAPH24","view_button_3","Xem bản đồ"
33,Text,"PARAGRAPH25","bride_family_6","Tại : Tư Gia Nhà Gái"
34,Text,"GROUP58","groom_family","Tiệc Cưới Nhà Trai"
35,Text,"BOX18","groom_family_2","Tiệc Cưới Nhà Trai"
36,Image,"IMAGE38","image_38",""
37,Text,"HEADLINE77","groom_family_3","Tiệc Cưới Nhà Trai"
38,Text,"GROUP59","groom_family_4","Tiệc Cưới Nhà Trai"
39,Text,"BUTTON19","groom_family_5","Tiệc Cưới Nhà Trai"
40,Text,"BUTTON_TEXT19","confirm_button_3","Xác nhận tham dự"
41,Text,"BUTTON20","confirm_button_4","Xác nhận tham dự"
42,Text,"BUTTON_TEXT20","view_button_4","Xem bản đồ"
43,Text,"GROUP60","view_button_5","Xem bản đồ"
44,Text,"PARAGRAPH26","view_button_6","Xem bản đồ"
45,Text,"PARAGRAPH27","groom_family_6","Tại : Tư Gia Nhà Trai"
46,Text,"SECTION55","groom_family_7","Nhà Trai"
47,Text,"GROUP4","groom_family_8","Nhà Trai"
48,Text,"HEADLINE18","groom_family_9","Nhà Trai"
49,Text,"PARAGRAPH3","groom_family_10","Nhà Trai"
50,Text,"PARAGRAPH4","groom_family_11","Nhà Trai"
51,Text,"GROUP5","text_group5","SN 73, Đường Đồng Quế,"
52,Text,"HEADLINE19","headline_19","SN 73, Đường Đồng Quế,"
53,Text,"PARAGRAPH5","bride_family_7","Nhà Gái"
54,Text,"PARAGRAPH6","bride_family_8","Nhà Gái"
55,Text,"LINE1","text_line1","SN 03, Ngõ 2 ,"
56,Text,"HEADLINE20","grandfather_name","Đường Nguyễn Công Trứ,"
57,Text,"HEADLINE21","invitation_text","TRÂN TRỌNG KÍNH MỜI"
58,Text,"HEADLINE22","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
59,Text,"HEADLINE23","headline_23","Minh Quyết"
60,Text,"HEADLINE24","headline_24","Thùy Dung"
61,Text,"LINE2","and_text_3","and"
62,Text,"HEADLINE25","and_text_4","Hôn lễ được tổ chức vào lúc"
63,Text,"LINE3","text_line3","11:00 - CHỦ NHẬT"
64,Text,"HEADLINE27","headline_27","11:00 - CHỦ NHẬT"
65,Text,"HEADLINE28","venue_name","Địa điểm:"
66,Text,"HEADLINE29","hall_name","Hội Trường Tầng 3 - Tòa Nhà A2"
67,Text,"GROUP6","text_group6","Số 2, Đại Lộ Xô Viết Nghệ Tĩnh, Thành Sen, Hà Tĩnh"
68,Text,"SHAPE1","text_shape1",""
69,Text,"HEADLINE30","headline_30","CHỈ ĐƯỜNG"
70,Text,"BUTTON11","button_11","CHỈ ĐƯỜNG"
71,Text,"BUTTON_TEXT11","view_button_7","Xem bản đồ"
72,Text,"BUTTON12","view_button_8","Xem bản đồ"
73,Text,"BUTTON_TEXT12","view_button_9","Xem bản đồ"
74,Text,"HEADLINE67","view_button_10","Xem bản đồ"
75,Text,"HEADLINE68","view_button_11","Xem bản đồ"
76,Text,"SECTION3","text_section3","Đến dự buổi tiệc chung vui cùng gia đình chúng tôi"
77,Image,"IMAGE8","image_8",""
78,Text,"HEADLINE14","headline_14","WE WILL COME"
79,Text,"COUNTDOWN1","text_countdown1","WE WILL COME"
80,Text,"COUNTDOWN_ITEM1","text_countdown_item1",""
81,Text,"COUNTDOWN_ITEM2","text_countdown_item2",""
82,Text,"COUNTDOWN_ITEM3","text_countdown_item3",""
83,Text,"COUNTDOWN_ITEM4","text_countdown_item4",""
84,Text,"GROUP42","text_group42",""
85,Image,"IMAGE28","image_28",""
86,Image,"IMAGE29","image_29",""
87,Image,"IMAGE30","image_30",""
88,Image,"IMAGE31","image_31",""
89,Text,"SECTION2","text_section2",""
90,Image,"IMAGE7","image_7",""
91,Text,"BOX14","text_box14","Quang Sáng &amp; Thanh Hà"
92,Text,"HEADLINE10","headline_10","Quang Sáng &amp; Thanh Hà"
93,Text,"HEADLINE11","headline_11","Quang Sáng &amp; Thanh Hà"
94,Text,"HEADLINE12","headline_12","Quang Sáng &amp; Thanh Hà"
95,Text,"SECTION4","text_section4","20.07.2025"
96,Image,"IMAGE9","image_9",""
97,Text,"HEADLINE15","save_text","SAVE"
98,Text,"GROUP39","save_text_2","SAVE"
99,Text,"HEADLINE16","save_text_3","SAVE"
100,Text,"HEADLINE17","the_text","the"
101,Text,"SECTION6","the_text_2","the"
102,Image,"IMAGE10","image_10",""
103,Text,"GROUP8","the_text_3","THE STORY"
104,Text,"HEADLINE31","the_text_4","THE STORY"
105,Text,"HEADLINE32","the_text_5","THE STORY"
106,Text,"HEADLINE33","the_text_6","THE STORY"
107,Text,"GROUP15","love_text","LOVE"
108,Image,"IMAGE12","image_12",""
109,Image,"IMAGE11","image_11",""
110,Text,"GROUP7","groom_name","Chú rể"
111,Text,"HEADLINE34","groom_name_2","Chú rể"
112,Text,"HEADLINE35","groom_name_3","Chú rể"
113,Text,"HEADLINE36","groom_name_4","Chú rể"
114,Text,"GROUP9","text_group9","Minh Quyết"
115,Text,"HEADLINE37","headline_37","09.11.1999"
116,Text,"HEADLINE38","bride_name","Cô dâu"
117,Text,"HEADLINE39","bride_name_2","Cô dâu"
118,Text,"SECTION7","text_section7","Thùy Dung"
119,Text,"LINE4","text_line4","21.11.1995"
120,Text,"GROUP10","text_group10","2021 - Gặp Gỡ Định Mệnh"
121,Text,"HEADLINE40","headline_40","2021 - Gặp Gỡ Định Mệnh"
122,Text,"BOX3","text_box3","2021 - Gặp Gỡ Định Mệnh"
123,Text,"HEADLINE43","headline_43","2021 - Gặp Gỡ Định Mệnh"
124,Text,"GROUP11","and_text_5","2023 - Thử Thách Và Gắn Kết"
125,Text,"HEADLINE41","and_text_6","2023 - Thử Thách Và Gắn Kết"
