STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"SECTION1","text_section1","Icon by"
6,Image,"IMAGE1","image_1",""
7,Text,"PARAGRAPH1","text_1","10.11.2025"
8,Image,"IMAGE2","image_2",""
9,Text,"PARAGRAPH2","text_2","10.11.2025"
10,Image,"IMAGE3","image_3",""
11,Text,"BUTTON_SHAPE3","button__SHAPE3",""
12,Text,"BUTTON_TEXT3","button_3","WEDDING"
13,Text,"SECTION2","text_section2","WEDDING"
14,Text,"PARAGRAPH3","text_3","WEDDING"
15,Text,"PARAGRAPH4","text_4","WEDDING"
16,Image,"IMAGE4","image_4",""
17,Text,"PARAGRAPH5","text_5","invitation"
18,Text,"PARAGRAPH6","text_6",""
19,Image,"IMAGE5","image_5",""
20,Image,"IMAGE6","image_6",""
21,Text,"PARAGRAPH7","text_7","Lê Tùng"
22,Text,"PARAGRAPH8","text_8","Lê Tùng"
23,Text,"PARAGRAPH9","text_9","Lê Tùng"
24,Image,"IMAGE7","image_7",""
25,Text,"PARAGRAPH53","invitation_text","TRÂN TRỌNG KÍNH MỜI"
26,Text,"PARAGRAPH54","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
27,Text,"PARAGRAPH55","invitation_text_3","TRÂN TRỌNG KÍNH MỜI"
28,Text,"PARAGRAPH11","text_11","ĐẾN DỰ BỮA TIỆC CHUNG VUI CÙNG GIA ĐÌNH CHÚNG TÔI"
29,Text,"PARAGRAPH12","text_12","17:00"
30,Text,"PARAGRAPH13","text_13","17:00"
31,Text,"PARAGRAPH14","text_14","Chủ Nhật"
32,Text,"PARAGRAPH15","text_15","10.11"
33,Text,"PARAGRAPH16","text_16","2025"
34,Text,"PARAGRAPH17","event_date","Tức ngày 21 tháng 09 năm Ất Tỵ"
35,Text,"PARAGRAPH18","text_18","Trống Đồng Palace Cảnh Hồ"
36,Text,"GROUP26","text_group26",""
37,Text,"COUNTDOWN2","text_countdown2",""
38,Text,"COUNTDOWN_ITEM5","text_countdown_item5",""
39,Text,"COUNTDOWN_ITEM6","text_countdown_item6",""
40,Text,"COUNTDOWN_ITEM7","event_date_2","Ngày"
41,Text,"COUNTDOWN_ITEM8","event_date_3","Ngày"
42,Text,"HEADLINE24","event_date_4","Ngày"
43,Text,"HEADLINE25","event_date_5","Ngày"
44,Text,"HEADLINE26","event_date_6","Ngày"
45,Text,"HEADLINE27","event_time","Giờ"
46,Text,"BUTTON4","button_4","Giây"
47,Text,"BUTTON_TEXT4","view_button","Xem chỉ đường"
48,Text,"SECTION4","view_button_2","Xem chỉ đường"
49,Image,"IMAGE8","image_8",""
50,Text,"PARAGRAPH19","text_19","Wedding"
51,Text,"PARAGRAPH20","text_20","Wedding"
52,Image,"IMAGE11","image_11",""
53,Text,"PARAGRAPH25","timeline_title","TIMELINE"
54,Text,"PARAGRAPH26","text_26","17:45"
55,Image,"IMAGE9","image_9",""
56,Text,"PARAGRAPH21","text_21","Khai tiệc"
57,Text,"PARAGRAPH22","text_22","16:30"
58,Image,"IMAGE10","image_10",""
59,Text,"PARAGRAPH24","text_24","Đón khách"
60,Text,"PARAGRAPH23","marriage_ceremony","Nghi lễ thành hôn"
61,Text,"PARAGRAPH28","text_28","VỀ CHÚNG TÔI"
62,Image,"IMAGE12","image_12",""
63,Image,"IMAGE13","image_13",""
64,Text,"PARAGRAPH29","bride_name","Cô Dâu"
65,Text,"PARAGRAPH30","bride_name_2","Cô Dâu"
66,Image,"IMAGE15","image_15",""
67,Image,"IMAGE14","image_14",""
68,Text,"PARAGRAPH31","bride_name_3","Cô dâu là một người con gái nhẹ nhàng nhưng đầy cá tính. Với trái tim chân thành và nụ cười tỏa nắng, cô luôn lan tỏa sự ấm áp đến gia đình và bạn bè. Trong tình yêu, cô không chỉ là người bạn đồng hà..."
69,Text,"PARAGRAPH32","groom_name","Chú Rể"
70,Text,"PARAGRAPH33","groom_name_2","Chú Rể"
71,Text,"PARAGRAPH34","groom_name_3","Chú Rể"
72,Image,"IMAGE18","image_18",""
73,Image,"IMAGE17","image_17",""
74,Image,"IMAGE23","image_23",""
75,Text,"PARAGRAPH35","love_text","LOVE STORY"
76,Image,"IMAGE19","image_19",""
77,Image,"IMAGE21","image_21",""
78,Text,"PARAGRAPH39","text_39","Hẹn hò"
79,Text,"PARAGRAPH40","text_40","Hẹn hò"
80,Image,"IMAGE22","image_22",""
81,Text,"PARAGRAPH41","text_41","Chúng mình kết hôn"
82,Text,"PARAGRAPH42","text_42","Chúng mình kết hôn"
83,Image,"IMAGE20","image_20",""
84,Text,"PARAGRAPH37","text_37","Lần đầu gặp nhau."
85,Text,"PARAGRAPH38","text_38","Lần đầu gặp nhau."
86,Image,"IMAGE24","image_24",""
87,Text,"PARAGRAPH43","text_43","PHOTOBOOK"
88,Text,"PARAGRAPH44","text_44","PHOTOBOOK"
89,Image,"IMAGE25","image_25",""
90,Image,"IMAGE26","image_26",""
91,Image,"IMAGE27","image_27",""
92,Image,"IMAGE28","image_28",""
93,Image,"IMAGE29","image_29",""
94,Text,"GROUP28","view_button_3","XEM THÊM"
95,Text,"HEADLINE28","view_button_4","XEM THÊM"
96,Text,"SHAPE5","view_button_5","XEM THÊM"
97,Text,"PARAGRAPH51","text_51","VIDEO CƯỚI"
98,Text,"PARAGRAPH52","text_52","VIDEO CƯỚI"
99,Video,"VIDEO3","video_3",""
100,Text,"SHAPE3","text_shape3",""
101,Text,"PARAGRAPH45","text_45","HỘP MỪNG CƯỚI"
102,Image,"IMAGE37","image_37",""
103,Text,"GROUP33","text_group33","HỘP MỪNG CƯỚI"
104,Text,"BOX19","groom_name_4","Tới chú rể"
105,Text,"HEADLINE13","groom_name_5","Tới chú rể"
106,Image,"IMAGE36","image_36",""
107,Text,"HEADLINE14","headline_14","Doan Nhat Vu"
108,Image,"IMAGE30","image_30",""
109,Text,"GROUP35","bride_name_4","Tới cô dâu"
110,Text,"BOX20","bride_name_5","Tới cô dâu"
111,Text,"HEADLINE15","bride_name_6","Tới cô dâu"
112,Text,"HEADLINE16","bride_name_7","Tới cô dâu"
113,Image,"IMAGE35","image_35",""
114,Image,"IMAGE38","image_38",""
115,Text,"GROUP21","send_button","Gửi Lời Chúc"
116,Text,"FORM2","send_button_2","Gửi Lời Chúc"
117,Text,"687876a9227d8a0013a24b96","send_button_3","Gửi Lời Chúc"
118,Text,"BUTTON2","send_button_4","Gửi Lời Chúc"
119,Text,"BUTTON_TEXT2","send_button_5","Gửi Lời Chúc"
120,Text,"FORM_ITEM2","send_button_6","Gửi Lời Chúc"
121,Text,"FORM_ITEM3","text_form_item3",""
122,Text,"FORM_ITEM4","text_form_item4",""
123,Text,"FORM_ITEM5","text_form_item5","Có, tôi sẽ đến"
124,Text,"HEADLINE18","headline_18","Có, tôi sẽ đến"
125,Text,"HEADLINE19","headline_19","Tên của Quý khách*"
126,Text,"HEADLINE20","headline_20","Tên của Quý khách*"
127,Text,"HEADLINE21","headline_21","Số điện thoại"
128,Text,"GROUP47","text_group47","Quý khách sẽ tham dự chứ?"
129,Image,"IMAGE39","image_39",""
130,Text,"PARAGRAPH48","text_48","Thank you!"
131,Text,"PARAGRAPH56","weekday","Bản quyền thuộc Aurora - Thiệp Cưới Online"
132,Image,"GALLERY1","gallery_1",""
133,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
134,Text,"mask0_427_34","text_mask0_427_34",""
135,Text,"mask1_427_34","text_mask1_427_34",""
136,Text,"mask2_427_34","text_mask2_427_34",""
137,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
138,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
139,Text,"SECTION3","event_date_7","Lê TùngandThu HòaTRÂN TRỌNG KÍNH MỜIBạn + Người ThươngĐẾN DỰ BỮA TIỆC CHUNG VUI CÙNG GIA ĐÌNH CHÚNG TÔI17:00Chủ Nhật10.112025Tức ngày 21 tháng 09 năm Ất TỵTrống Đồng Palace Cảnh HồSố 460 Trần Quý Cáp,..."
140,Text,"GROUP27","invitation_text_4","TRÂN TRỌNG KÍNH MỜIBạn + Người ThươngĐẾN DỰ BỮA TIỆC CHUNG VUI CÙNG GIA ĐÌNH CHÚNG TÔI"
