STT,Loại,ID,Tên cột,Nội dung
1,Text,"_next-ga-init","_next-ga-init","window['dataLayer'] = window['dataLayer'] || [];
          function gtag(){window['dataLayer'].push(arguments);}
          gtag('js', new Date());

          gtag('config', 'G-9B46FHDMW6');"
2,Text,"_next-ga","_next-ga","Mẫu Thiệp ""Ý Nhi &amp; Tuấn Việt"" | Thiệp cưới online | Tạo thiệp cưới điện tử | vesey.vn"
3,Text,"__next-route-announcer__","__next-route-announcer__","Mẫu Thiệp ""Ý Nhi &amp; Tuấn Việt"" | Thiệp cưới online | Tạo thiệp cưới điện tử | vesey.vn"
4,Text,"eJOY__extension_ai_adv_root","ejoy__extension_ai_adv_root",""
5,Text,"mask0_427_34","mask0_427_34",""
6,Text,"mask1_427_34","mask1_427_34",""
7,Text,"mask2_427_34","mask2_427_34",""
8,Text,"paint2_linear_427_34","paint2_linear_427_34",""
9,Text,"eJOY__extension_root","ejoy__extension_root","0 / 10"
10,Text,"eJOY__extension_shadow","ejoy__extension_shadow",""
