STT,Loại,ID,Tên cột,Nội dung
1,Text,"audio","text_audio",""
2,Text,"musicToggle","text_musictoggle",""
3,Text,"hero-day","event_date","Ngày"
4,Text,"hero-month","event_date_2","Ngày"
5,Text,"hero-year","event_date_3","Ngày"
6,Text,"display-weekday","text_display-weekday","Chủ Nhật"
7,Text,"display-time","text_display-time","Chủ Nhật"
8,Text,"calendar-month-label","text_calendar-month-label","Our wedding day"
9,Text,"calendar-year-label","text_calendar-year-label","Our wedding day"
10,Text,"calendarOverlay","event_month","Tháng"
11,Text,"inline-day","save_the_date","Save the date"
12,Text,"inline-month","text_inline-month","Vân Anh &amp; Gia Sơn"
13,Text,"inline-year","and_text","Thân mời bạn đến dự lời thành hôn được tổ chức vào"
14,Text,"rsvp","confirm_button","Xác nhận tham dự"
15,Text,"rsvpForm","confirm_button_2","Xác nhận tham dự"
16,Text,"guestName","text_guestname","Hãy cho chúng mình biết bạn sẽ đến để chuẩn bị chu đáo nhất."
17,Text,"guestCount","text_guestcount","Xin phép vắng mặt"
18,Text,"cf-chl-widget-2dmuy_response","text_cf-chl-widget-2dmuy_response","Hộp quà mừng"
19,Text,"lunar-date-banner","text_lunar-date-banner","Countdown"
20,Text,"countdown-days","event_date_4","Tức ngày 13 tháng 09 năm Ất Tỵ"
21,Text,"countdown-hours","event_date_5","Ngày"
22,Text,"countdown-minutes","event_time","Giờ"
23,Text,"countdown-seconds","text_countdown-seconds","Phút"
24,Text,"successModal","text_successmodal","Giây"
25,Text,"successModalBackdrop","sincerely_text","Trân trọng cảm ơn"
26,Text,"successModalTitle","sincerely_text_2","Trân trọng cảm ơn"
27,Text,"successModalGuest","text_successmodalguest","Thiệp đã nhận"
28,Text,"successModalSubtitle","text_successmodalsubtitle","Khách mời"
29,Text,"successModalClose","text_successmodalclose","Khách mời"
30,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
31,Text,"mask0_427_34","text_mask0_427_34",""
32,Text,"mask1_427_34","text_mask1_427_34",""
33,Text,"mask2_427_34","text_mask2_427_34",""
34,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
35,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
36,Text,"rsvpSubmit","confirm_button_3","Gửi xác nhận"
