STT,Loại,ID,Tên cột,Nội dung
1,Text,"banner","save_text","Save"
2,Text,"about","text_about","GIỚI THIỆU"
3,Text,"countdown-section","text_countdown-section","CÙNG ĐẾM NGƯỢC THỜI GIAN"
4,Text,"dresscode","text_dresscode","Quy tắc trang phục"
5,Text,"time-line","love_text","Love Story"
6,Text,"album","album_title","ALBUM ẢNH"
7,Text,"message","send_button","Gửi lời chúc đến cặp đôi"
8,Text,"messageForm","send_button_2","Gửi lời chúc"
9,Text,"postId","send_button_3","Gửi lời chúc"
10,Text,"m_text","send_button_4","Lời nhắn gửi"
11,Text,"form","text_form","console.error('Error:', error)); });"
12,Text,"form-wedding","confirm_button","Xác nhận tham dự"
13,Text,"nha_trai","bride_family","THÀNH HÔN NHÀ GÁI"
14,Text,"f_name","text_f_name","Tên Khách Mời"
15,Text,"wedding-select","text_wedding-select","Có tôi sẽ đến"
16,Text,"f_text","confirm_button_2","Xác nhận"
17,Text,"gift","groom_name","GỬI QUÀ ĐẾN CÔ DÂU VÀ CHÚ RỂ"
18,Image,"box-gift","image_box-gift",""
19,Image,"gift-container","image_gift-container",""
20,Text,"thankyou","text_thankyou",""
21,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
22,Text,"mask0_427_34","text_mask0_427_34",""
23,Text,"mask1_427_34","text_mask1_427_34",""
24,Text,"mask2_427_34","text_mask2_427_34",""
25,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
26,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
