STT,Loại,ID,Tên cột,Nội dung
1,Text,"banner","text_banner",""
2,Image,"swiper-wrapper-da606fd596389171","image_swiper-wrapper-da606fd596389171",""
3,Text,"about","groom_name","Cô dâu và Chú rể"
4,Text,"time-line","love_text","Love Story"
5,Text,"album","album_title","ALBUM ẢNH"
6,Text,"invitation","text_invitation","Hôn lễ"
7,Text,"dresscode","text_dresscode","Quy tắc trang phục"
8,Text,"countdown-secton","text_countdown-secton","CÙNG ĐẾM NGƯỢC THỜI GIAN"
9,Text,"form","text_form","Giây"
10,Text,"form-wedding","confirm_button","Xác nhận tham dự"
11,Text,"nha_trai","bride_family","THÀNH HÔN NHÀ GÁI"
12,Text,"f_name","text_f_name","Tên Khách Mời"
13,Text,"wedding-select","text_wedding-select","Có tôi sẽ đến"
14,Text,"f_text","confirm_button_2","Xác nhận"
15,Text,"message","send_button","Gửi lời chúc đến cặp đôi"
16,Text,"messageForm","send_button_2","Gửi lời chúc"
17,Text,"postId","send_button_3","Gửi lời chúc"
18,Text,"m_text","send_button_4","Lời nhắn gửi"
19,Text,"gift","text_gift","console.error('Error:', error)); });"
20,Image,"box-gift","image_box-gift",""
21,Image,"gift-container","image_gift-container",""
22,Text,"text","text_text",""
23,Text,"thankyou","text_thankyou",""
24,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
25,Text,"mask0_427_34","text_mask0_427_34",""
26,Text,"mask1_427_34","text_mask1_427_34",""
27,Text,"mask2_427_34","text_mask2_427_34",""
28,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
29,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
