STT,Loại,ID,Tên cột,Nội dung
1,Text,"rsvpForm-nha-gai","confirm_button","XÁC NHẬN THAM DỰ"
2,Text,"guestName-nha-gai","and_text","Họ và tên"
3,Text,"guestCountWrapper-nha-gai","grandfather_name","Tôi bận, rất tiếc không thể tham dự"
4,Text,"cf-chl-widget-cg4gu_response","album_title","Album hình cưới"
5,Text,"rsvpMessage-nha-gai","album_title_2","Album hình cưới"
6,Text,"successModal-nha-gai","text_successmodal-nha-gai","Thank you!"
7,Text,"successModalBackdrop-nha-gai","event_date","Sự hiện diện của bạn là món quà quý giá nhất trong ngày hạnh phúc này."
8,Text,"successModalTitle-nha-gai","sincerely_text","TRÂN TRỌNG CẢM ƠN"
9,Text,"successModalGuest-nha-gai","sincerely_text_2","TRÂN TRỌNG CẢM ƠN"
10,Text,"successModalSubtitle-nha-gai","text_successmodalsubtitle-nha-gai","Thiệp đã nhận"
11,Text,"successModalClose-nha-gai","text_successmodalclose-nha-gai","KHÁCH MỜI"
12,Text,"audio","text_audio","Hẹn gặp bạn trong buổi tiệc!"
13,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
14,Text,"mask0_427_34","text_mask0_427_34",""
15,Text,"mask1_427_34","text_mask1_427_34",""
16,Text,"mask2_427_34","text_mask2_427_34",""
17,Text,"eJOY__extension_root","text_ejoy__extension_root","0 / 10"
18,Text,"eJOY__extension_shadow","text_ejoy__extension_shadow",""
19,Text,"rsvpSubmit-nha-gai","confirm_button_2","Gửi xác nhận"
