STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Image,"IMAGE1","image_1",""
6,Text,"GROUP1","text_group1",""
7,Image,"IMAGE2","image_2",""
8,Image,"IMAGE3","image_3",""
9,Text,"HEADLINE3","save_the_date","SAVE THE DATE"
10,Text,"HEADLINE4","save_the_date_2","SAVE THE DATE"
11,Text,"HEADLINE5","save_the_date_3","SAVE THE DATE"
12,Text,"HEADLINE6","save_the_date_4","SAVE THE DATE"
13,Text,"HEADLINE7","the_text","FOR THE WEDDING OF"
14,Text,"SECTION3","text_section3","Ngoc Anh"
15,Image,"IMAGE4","image_4",""
16,Text,"GROUP39","text_group39",""
17,Image,"IMAGE5","image_5",""
18,Text,"HEADLINE11","headline_11",""
19,Text,"HEADLINE12","and_text","and"
20,Text,"HEADLINE13","and_text_2","and"
21,Text,"GROUP42","and_text_3","and"
22,Text,"HEADLINE14","and_text_4","and"
23,Text,"HEADLINE15","and_text_5","and"
24,Text,"HEADLINE16","and_text_6","and"
25,Text,"GROUP43","text_group43","MINH KHANG"
26,Text,"HEADLINE18","headline_18","NGỌC ÁNH"
27,Text,"HEADLINE17","and_text_7","Vào lúc 17:30"
28,Text,"LINE2","and_text_8","Vào lúc 17:30"
29,Text,"LINE3","and_text_9","Vào lúc 17:30"
30,Text,"GROUP2","text_group2","CHỦ NHẬT"
31,Text,"LINE4","text_line4","CHỦ NHẬT"
32,Text,"HEADLINE19","headline_19","CHỦ NHẬT"
33,Text,"LINE5","text_line5","CHỦ NHẬT"
34,Text,"GROUP4","text_group4","CHỦ NHẬT"
35,Text,"LINE6","event_month","THÁNG 10"
36,Text,"HEADLINE20","event_month_2","THÁNG 10"
37,Text,"LINE7","event_month_3","THÁNG 10"
38,Text,"HEADLINE21","event_month_4","THÁNG 10"
39,Text,"HEADLINE22","headline_22","2025"
40,Text,"GROUP5","event_date","Tức ngày 29 tháng 08 năm Ất Tỵ"
41,Text,"HEADLINE23","event_date_2","Tức ngày 29 tháng 08 năm Ất Tỵ"
42,Text,"HEADLINE24","venue_name","ĐỊA ĐIỂM"
43,Text,"HEADLINE25","headline_25","KHÁCH&nbsp; SẠN&nbsp; CAPITAL PALACE"
44,Text,"HEADLINE26","headline_26","Sảnh Pharrie"
45,Text,"GROUP44","text_group44","76 Lê Lai, Phường Bến Thành, Quận 1, TP HCM"
46,Text,"LINE8","text_line8","76 Lê Lai, Phường Bến Thành, Quận 1, TP HCM"
47,Text,"HEADLINE27","dresscode_title","Dresscode"
48,Text,"BOX2","dresscode_title_2","Dresscode"
49,Text,"BOX3","dresscode_title_3","Dresscode"
50,Text,"BOX4","marriage_ceremony","LỄ THÀNH HÔN"
51,Text,"HEADLINE10","marriage_ceremony_2","LỄ THÀNH HÔN"
52,Text,"GROUP51","marriage_ceremony_3","LỄ THÀNH HÔN"
53,Text,"HEADLINE8","marriage_ceremony_4","LỄ THÀNH HÔN"
54,Text,"HEADLINE9","invitation_text","TRÂN TRỌNG KÍNH MỜI"
55,Text,"LINE1","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
56,Text,"GROUP52","text_group52","Quý Khách"
57,Text,"BUTTON3","button_3","Mừng cưới"
58,Text,"BUTTON_TEXT3","button_3_2","Mừng cưới"
59,Text,"BUTTON4","button_4","Mừng cưới"
60,Text,"BUTTON_TEXT4","view_button","Xem chỉ đường"
61,Text,"LINE17","view_button_2","Xem chỉ đường"
62,Text,"GROUP62","view_button_3","Xem chỉ đường"
63,Text,"HEADLINE79","and_text_10","and"
64,Text,"HEADLINE80","and_text_11","and"
65,Text,"HEADLINE81","and_text_12","and"
66,Text,"GROUP56","text_group56","NGỌC ÁNH"
67,Text,"HEADLINE69","headline_69","MINH KHANG"
68,Text,"HEADLINE70","and_text_13","Vào lúc 17:30"
69,Text,"LINE10","and_text_14","Vào lúc 17:30"
70,Text,"LINE11","and_text_15","Vào lúc 17:30"
71,Text,"GROUP57","text_group57","CHỦ NHẬT"
72,Text,"LINE12","text_line12","CHỦ NHẬT"
73,Text,"HEADLINE71","headline_71","CHỦ NHẬT"
74,Text,"LINE13","text_line13","CHỦ NHẬT"
75,Text,"GROUP58","text_group58","CHỦ NHẬT"
76,Text,"LINE14","event_month_5","THÁNG 10"
77,Text,"HEADLINE72","event_month_6","THÁNG 10"
78,Text,"LINE15","event_month_7","THÁNG 10"
79,Text,"HEADLINE73","event_month_8","THÁNG 10"
80,Text,"HEADLINE74","headline_74","2025"
81,Text,"GROUP59","event_date_3","Tức ngày 29 tháng 08 năm Ất Tỵ"
82,Text,"HEADLINE75","event_date_4","Tức ngày 29 tháng 08 năm Ất Tỵ"
83,Text,"HEADLINE76","bride_family","TIỆC CƯỚI NHÀ GÁI"
84,Text,"HEADLINE77","bride_family_2","TIỆC CƯỚI NHÀ GÁI"
85,Text,"GROUP60","text_group60","Quận 8, TP. HCM"
86,Text,"LINE16","text_line16","Quận 8, TP. HCM"
87,Text,"HEADLINE78","dresscode_title_4","Dresscode"
88,Text,"BOX24","dresscode_title_5","Dresscode"
89,Text,"BOX25","dresscode_title_6","Dresscode"
90,Text,"GROUP61","text_group61","Mừng cưới"
91,Text,"BUTTON5","button_5","Mừng cưới"
92,Text,"BUTTON_TEXT5","button_5_2","Mừng cưới"
93,Text,"BUTTON6","button_6","Mừng cưới"
94,Text,"BUTTON_TEXT6","view_button_4","Xem chỉ đường"
95,Text,"BUTTON7","view_button_5","Xem chỉ đường"
96,Text,"BUTTON_SHAPE7","button__SHAPE7",""
97,Text,"BUTTON_TEXT7","button_7",""
98,Text,"SECTION4","text_section4",""
99,Image,"IMAGE6","image_6",""
100,Text,"GROUP13","timeline_title","WEDDING TIMELINE"
101,Text,"BOX5","timeline_title_2","WEDDING TIMELINE"
102,Text,"HEADLINE28","timeline_title_3","WEDDING TIMELINE"
103,Image,"IMAGE7","image_7",""
104,Text,"GROUP12","text_group12","17h 30"
105,Text,"GROUP10","text_group10","17h 30"
106,Image,"IMAGE10","image_10",""
107,Text,"GROUP11","text_group11","17h 30"
108,Text,"HEADLINE33","headline_33","17h 30"
109,Text,"HEADLINE34","headline_34","17h 30"
110,Text,"LINE9","text_line9","KHAI TIỆC"
111,Text,"GROUP7","text_group7","KHAI TIỆC"
112,Image,"IMAGE8","image_8",""
113,Text,"GROUP6","text_group6","17h 00"
114,Text,"HEADLINE29","headline_29","17h 00"
115,Text,"HEADLINE30","headline_30","17h 00"
116,Text,"GROUP8","text_group8","ĐÓN KHÁCH"
117,Image,"IMAGE9","image_9",""
118,Text,"GROUP9","text_group9","17h 15"
119,Text,"HEADLINE31","headline_31","17h 15"
120,Text,"HEADLINE32","headline_32","17h 15"
121,Text,"SECTION5","text_section5","CHỤP ẢNH"
122,Text,"GROUP14","text_group14","VỀ CHÚNG TÔI"
123,Text,"BOX6","text_box6","VỀ CHÚNG TÔI"
124,Text,"HEADLINE35","headline_35","VỀ CHÚNG TÔI"
125,Text,"GROUP19","text_group19","VỀ CHÚNG TÔI"
126,Text,"GROUP16","text_group16","VỀ CHÚNG TÔI"
127,Text,"BOX7","text_box7",""
128,Image,"IMAGE11","image_11",""
129,Text,"BOX8","text_box8",""
130,Text,"HEADLINE36","mother_name","Hôm nay anh cảm thấy căng thẳng và hồi hộp. Ngoại trừ mẹ, em là người phụ nữ duy nhất mà anh tốt nhất. Anh dành cho em những điều tốt đẹp nhất, thích những điều em thích, và ước mơ của em cũng chính l..."
131,Text,"PARAGRAPH1","bride_name","Cô dâu Ngọc Ánh"
132,Text,"BOX9","bride_name_2","Cô dâu Ngọc Ánh"
133,Image,"IMAGE12","image_12",""
134,Text,"BOX10","text_box10","Để gặp anh, em sẵn sàng trải qua mọi khó khăn, thậm chí quay ngược thời gian nhiều lần.&nbsp;"
135,Text,"HEADLINE37","headline_37","Để gặp anh, em sẵn sàng trải qua mọi khó khăn, thậm chí quay ngược thời gian nhiều lần.&nbsp;"
136,Text,"PARAGRAPH2","text_2","Để gặp anh, em sẵn sàng trải qua mọi khó khăn, thậm chí quay ngược thời gian nhiều lần.&nbsp;"
137,Image,"IMAGE13","image_13",""
138,Image,"IMAGE14","image_14",""
139,Text,"GROUP21","love_text","CÂU CHUYỆN TÌNH YÊU"
140,Text,"BOX11","love_text_2","CÂU CHUYỆN TÌNH YÊU"
141,Text,"HEADLINE38","love_text_3","CÂU CHUYỆN TÌNH YÊU"
142,Text,"PARAGRAPH3","love_text_4","CÂU CHUYỆN TÌNH YÊU"
