STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"shape_MVSQKLllbO","text_shape_mvsqklllbo",""
6,Image,"IMAGE30","image_30",""
7,Image,"IMAGE34","image_34",""
8,Image,"IMAGE35","image_35",""
9,Image,"IMAGE36","image_36",""
10,Image,"IMAGE37","image_37",""
11,Image,"IMAGE39","image_39",""
12,Text,"HEADLINE3","headline_3","Nhà Có Hỷ"
13,Image,"IMAGE38","image_38",""
14,Image,"IMAGE40","image_40",""
15,Image,"IMAGE41","image_41",""
16,Text,"SECTION2","text_section2","Bạn + Người Thương"
17,Text,"HEADLINE46","headline_46","Bạn + Người Thương"
18,Image,"IMAGE1","image_1",""
19,Image,"IMAGE2","image_2",""
20,Image,"IMAGE3","image_3",""
21,Text,"GROUP22","sincerely_text","Trân trọng báo tin"
22,Text,"HEADLINE4","sincerely_text_2","Trân trọng báo tin"
23,Text,"HEADLINE5","sincerely_text_3","Trân trọng báo tin"
24,Text,"HEADLINE6","sincerely_text_4","Trân trọng báo tin"
25,Image,"IMAGE4","image_4",""
26,Text,"HEADLINE7","headline_7","QUỐC ĐẠT"
27,Text,"HEADLINE8","headline_8","QUỐC ĐẠT"
28,Text,"GROUP23","text_group23","QUỐC ĐẠT"
29,Text,"HEADLINE9","headline_9","Thiên kim"
30,Text,"GROUP3","text_group3","Hôn lễ được cử hành tại Tư gia"
31,Text,"HEADLINE10","headline_10","Hôn lễ được cử hành tại Tư gia"
32,Text,"LINE1","text_line1","10:30"
33,Text,"LINE2","text_line2","10:30"
34,Text,"GROUP1","text_group1","10:30"
35,Text,"HEADLINE11","headline_11","10:30"
36,Text,"HEADLINE12","headline_12","10:30"
37,Text,"HEADLINE13","headline_13","10:30"
38,Text,"HEADLINE14","headline_14","CHỦ NHẬT"
39,Text,"HEADLINE15","event_month","Tháng 10"
40,Text,"HEADLINE16","event_year","năm 2025"
41,Text,"GROUP42","text_group42","CHÂN THÀNH CẢM ƠN !"
42,Text,"HEADLINE54","headline_54","CHÂN THÀNH CẢM ƠN !"
43,Text,"BUTTON17","bride_family","TƯ GIa nhà gái"
44,Text,"BUTTON_TEXT17","view_button","Xem bản đồ"
45,Text,"SECTION3","view_button_2","Xem bản đồ"
46,Image,"IMAGE6","image_6",""
47,Image,"IMAGE7","image_7",""
48,Image,"IMAGE8","image_8",""
49,Image,"IMAGE9","image_9",""
50,Text,"HEADLINE17","save_text","Save"
51,Text,"HEADLINE18","save_text_2","Save"
52,Text,"HEADLINE19","save_text_3","Save"
53,Text,"SECTION4","the_text","the"
54,Text,"HEADLINE20","date_text","date"
55,Text,"HEADLINE22","timeline_title","TIMEline"
56,Image,"IMAGE13","image_13",""
57,Text,"PARAGRAPH6","text_6","ăn hỏi"
58,Text,"PARAGRAPH2","text_2","ăn hỏi"
59,Text,"PARAGRAPH4","text_4","ăn hỏi"
60,Text,"PARAGRAPH5","wedding_party","Tiệc cưới"
61,Text,"PARAGRAPH1","text_1","10 : 30"
62,Text,"PARAGRAPH3","text_3","10 : 30"
63,Text,"BUTTON_SHAPE16","button__SHAPE16",""
64,Text,"BUTTON_TEXT16","button_16","Ảnh cưới của chúng tôi"
65,Text,"SECTION5","text_section5","Ảnh cưới của chúng tôi"
66,Text,"HEADLINE23","headline_23","Ảnh cưới của chúng tôi"
67,Text,"GROUP36","text_group36","Ảnh cưới của chúng tôi"
68,Image,"IMAGE18","image_18",""
69,Image,"IMAGE19","image_19",""
70,Image,"IMAGE14","image_14",""
71,Image,"IMAGE15","image_15",""
72,Image,"IMAGE16","image_16",""
73,Image,"IMAGE20","image_20",""
74,Image,"IMAGE21","image_21",""
75,Image,"IMAGE22","image_22",""
76,Text,"GROUP16","view_button_3","XEM THÊM"
77,Text,"HEADLINE24","view_button_4","XEM THÊM"
78,Text,"SHAPE4","view_button_5","XEM THÊM"
79,Text,"PARAGRAPH14","send_button","Cảm ơn bạn rất nhiều vì đã gửi những lời chúc mừng tốt đẹp nhất đến đám cưới của chúng mình!"
80,Text,"FORM5","send_button_2","Gửi lời chúc"
81,Text,"687876ba227d8a0013a24db6","send_button_3","Gửi lời chúc"
82,Text,"BUTTON5","send_button_4","Gửi lời chúc"
83,Text,"BUTTON_TEXT5","send_button_5","Gửi lời chúc"
84,Text,"FORM_ITEM19","send_button_6","Gửi lời chúc"
85,Text,"FORM_ITEM20","text_form_item20",""
86,Text,"FORM_ITEM21","groom_name","Bạn Cô Dâu Chú Rể"
87,Text,"HEADLINE34","groom_name_2","Bạn chú Rể"
88,Text,"SECTION8","send_button_7","Gửi Lời Chúc Mừng"
89,Text,"GROUP38","send_button_8","Gửi Lời Chúc Mừng"
90,Text,"HEADLINE47","headline_47","Hộp mừng cưới"
91,Text,"PARAGRAPH16","text_16","Hộp mừng cưới"
92,Text,"BUTTON12","button_12","Tải ảnh QR"
93,Text,"BUTTON_TEXT12","button_12_2","Tải ảnh QR"
94,Text,"BUTTON13","button_13","Tải ảnh QR"
95,Text,"BUTTON_TEXT13","button_13_2","Tải ảnh QR"
96,Text,"HEADLINE50","headline_50","Copy STK"
97,Image,"IMAGE42","image_42",""
98,Text,"BUTTON14","button_14","Tải ảnh QR"
99,Text,"BUTTON_TEXT14","button_14_2","Tải ảnh QR"
100,Text,"BUTTON15","button_15","Tải ảnh QR"
101,Text,"BUTTON_TEXT15","button_15_2","Tải ảnh QR"
102,Text,"HEADLINE53","headline_53","Copy STK"
103,Image,"IMAGE43","image_43",""
104,Text,"SECTION6","text_section6","BẠN SẼ ĐẾN CHỨ?"
105,Text,"HEADLINE29","headline_29","BẠN SẼ ĐẾN CHỨ?"
106,Text,"HEADLINE30","headline_30","BẠN SẼ ĐẾN CHỨ?"
107,Text,"FORM4","send_button_9","GỬI ĐI"
108,Text,"687876a9227d8a0013a24b96","send_button_10","GỬI ĐI"
109,Text,"BUTTON4","send_button_11","GỬI ĐI"
110,Text,"BUTTON_TEXT4","send_button_12","GỬI ĐI"
111,Text,"FORM_ITEM14","send_button_13","GỬI ĐI"
112,Text,"FORM_ITEM15","text_form_item15","Lựa chọn"
113,Text,"FORM_ITEM16","text_form_item16","Lựa chọn"
114,Text,"FORM_ITEM18","bride_name","Khách mời Cô dâu"
115,Text,"PARAGRAPH9","event_year_2","Name of Quý Khách"
116,Text,"PARAGRAPH10","event_year_3","Name of Quý Khách"
117,Text,"PARAGRAPH11","event_year_4","Name of Quý Khách"
118,Text,"PARAGRAPH12","text_12","Số điện thoại"
119,Text,"HEADLINE32","headline_32","Bạn là khách mời của ai?"
120,Text,"GROUP41","text_group41","See you again!"
121,Text,"PARAGRAPH17","weekday","Bản quyền thuộc Aurora - Thiệp Cưới Online"
122,Image,"GALLERY1","gallery_1",""
123,Text,"POPUP4","text_popup4","Hộp mừng cưới"
124,Text,"HEADLINE35","headline_35","Hộp mừng cưới"
125,Text,"PARAGRAPH15","text_15","Hộp mừng cưới"
126,Text,"GROUP26","text_group26","Hộp mừng cưới"
127,Text,"GROUP27","text_group27","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
128,Text,"BOX5","text_box5","Vợ chồng xin cảm ơn tất cả tình cảm của mọi người ạ ♥"
129,Text,"HEADLINE36","headline_36","MỪNG CƯỚI ĐẾN"
130,Text,"BUTTON6","button_6","MỪNG CƯỚI ĐẾN"
131,Text,"BUTTON_TEXT6","button_6_2","MỪNG CƯỚI ĐẾN"
132,Text,"BUTTON7","button_7","Tải ảnh QR"
133,Text,"BUTTON_TEXT7","button_7_2","Tải ảnh QR"
134,Image,"IMAGE24","image_24",""
135,Text,"BUTTON10","button_10","Tải ảnh QR"
136,Text,"BUTTON_TEXT10","button_10_2","Tải ảnh QR"
137,Text,"BUTTON11","button_11","Tải ảnh QR"
138,Text,"BUTTON_TEXT11","button_11_2","Tải ảnh QR"
139,Text,"HEADLINE44","headline_44","Copy STK"
140,Image,"IMAGE26","image_26",""
141,Text,"BUTTON8","button_8","Tải ảnh QR"
142,Text,"BUTTON_TEXT8","button_8_2","Tải ảnh QR"
143,Text,"BUTTON9","button_9","Tải ảnh QR"
144,Text,"BUTTON_TEXT9","button_9_2","Tải ảnh QR"
145,Text,"HEADLINE41","headline_41","Copy STK"
146,Image,"IMAGE25","image_25",""
147,Text,"eJOY__extension_ai_adv_root","text_ejoy__extension_ai_adv_root",""
148,Text,"mask0_427_34","text_mask0_427_34",""
149,Text,"mask1_427_34","text_mask1_427_34",""
150,Text,"mask2_427_34","text_mask2_427_34",""
