STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"SECTION1","the_text","The"
6,Image,"IMAGE1","image_1",""
7,Text,"HEADLINE3","the_text_2","The"
8,Text,"HEADLINE4","the_text_3","The"
9,Text,"HEADLINE5","headline_5","Khánh &amp; Ngọc"
10,Image,"IMAGE3","image_3",""
11,Text,"HEADLINE6","save_text","SAVE"
12,Text,"HEADLINE7","save_text_2","SAVE"
13,Text,"HEADLINE8","save_text_3","SAVE"
14,Text,"HEADLINE9","date_text","DATE"
15,Text,"HEADLINE10","the_text_4","the"
16,Text,"SECTION8","text_section8","2025"
17,Text,"BUTTON_SHAPE17","button__SHAPE17",""
18,Text,"BUTTON_TEXT17","button_17","Sự Kiện Cưới"
19,Text,"GROUP31","text_group31","Sự Kiện Cưới"
20,Text,"PARAGRAPH36","text_36","Sự Kiện Cưới"
21,Text,"PARAGRAPH37","text_37","Sự Kiện Cưới"
22,Text,"GROUP33","and_text","Sự hiện diện của tất cả các bạn, các quan khách, luôn là niềm vui niềm hạnh phúc của gia đình và vợ chồng mình"
23,Text,"HEADLINE114","bride_family","TIỆC CƯỚI NHÀ GÁI"
24,Text,"LINE14","bride_family_2","TIỆC CƯỚI NHÀ GÁI"
25,Image,"IMAGE29","image_29",""
26,Text,"PARAGRAPH38","event_date","10:00 Thứ 4, ngày 14/05/2025"
27,Text,"PARAGRAPH39","event_date_2","10:00 Thứ 4, ngày 14/05/2025"
28,Text,"PARAGRAPH40","event_date_3","(Tức ngày 17/04 Ất Tỵ)"
29,Text,"BUTTON13","bride_family_3","Tư Gia Nhà Gái"
30,Text,"BUTTON_TEXT13","view_button","Xem bản đồ"
31,Text,"BUTTON14","view_button_2","Xem bản đồ"
32,Text,"BUTTON_TEXT14","send_button","Gửi mừng cưới"
33,Text,"GROUP35","send_button_2","Gửi mừng cưới"
34,Text,"HEADLINE117","send_button_3","Gửi mừng cưới"
35,Text,"LINE15","groom_family","TIỆC CƯỚI NHÀ TRAI"
36,Image,"IMAGE30","image_30",""
37,Text,"PARAGRAPH41","event_date_4","11:00 Thứ 5, ngày 15/05/2025"
38,Text,"PARAGRAPH42","event_date_5","11:00 Thứ 5, ngày 15/05/2025"
39,Text,"PARAGRAPH43","event_date_6","(Tức ngày 18/04 Ất Tỵ)"
40,Text,"BUTTON15","groom_family_2","Tư Gia Nhà Trai"
41,Text,"BUTTON_TEXT15","view_button_3","Xem bản đồ"
42,Text,"BUTTON16","view_button_4","Xem bản đồ"
43,Text,"BUTTON_TEXT16","send_button_4","Gửi mừng cưới"
44,Text,"SECTION9","send_button_5","Gửi mừng cưới"
45,Text,"BOX17","text_box17",""
46,Text,"COUNTDOWN1","text_countdown1",""
47,Text,"COUNTDOWN_ITEM1","text_countdown_item1",""
48,Text,"COUNTDOWN_ITEM2","text_countdown_item2",""
49,Text,"COUNTDOWN_ITEM3","event_date_7","Ngày"
50,Text,"COUNTDOWN_ITEM4","event_date_8","Ngày"
51,Text,"PARAGRAPH45","event_date_9","Ngày"
52,Text,"PARAGRAPH46","event_date_10","Ngày"
53,Text,"PARAGRAPH47","event_date_11","Ngày"
54,Text,"PARAGRAPH48","event_time","Giờ"
55,Text,"PARAGRAPH49","text_49","Phút"
56,Text,"HEADLINE120","headline_120","Until we officially become Mr. &amp; Mrs."
57,Text,"SECTION2","text_section2","Wedding Countdown"
58,Text,"GROUP2","text_group2","Wedding Countdown"
59,Text,"HEADLINE11","invitation_text","Trân trọng kính mời"
60,Text,"HEADLINE12","invitation_text_2","Trân trọng kính mời"
61,Text,"HEADLINE13","marriage_ceremony","tới dự bữa tiệc mừng lễ thành hôn của hai chúng tôi"
62,Text,"HEADLINE14","headline_14","Quý Khách"
63,Text,"HEADLINE15","headline_15","Lê Đức Khánh"
64,Text,"HEADLINE16","headline_16","Lê Hồng Hải Ngọc"
65,Text,"LINE1","text_line1","Lê Hồng Hải Ngọc"
66,Text,"LINE2","event_date_12","Ngày"
67,Text,"LINE3","event_date_13","Ngày"
68,Text,"LINE4","event_date_14","Ngày"
69,Text,"HEADLINE17","event_date_15","Ngày"
70,Text,"LINE5","event_date_16","Ngày"
71,Text,"HEADLINE18","event_date_17","Ngày"
72,Text,"HEADLINE19","event_time_2","Giờ"
73,Text,"HEADLINE20","event_time_3","Giờ"
74,Text,"LINE6","text_line6","11 : 30"
75,Text,"HEADLINE21","headline_21","11 : 30"
76,Text,"LINE7","event_date_18","Tức Ngày 21 Tháng 06 năm Ất Tỵ"
77,Text,"GROUP3","event_date_19","Tức Ngày 21 Tháng 06 năm Ất Tỵ"
78,Text,"HEADLINE22","hotel_name","Hội trường tầng 2, Khách sạn Ngân Hà"
79,Text,"HEADLINE23","hotel_name_2","Hội trường tầng 2, Khách sạn Ngân Hà"
80,Text,"LINE8","text_line8","số 158 đường Trần Phú, TP Hà Tĩnh"
81,Text,"GROUP4","text_group4","số 158 đường Trần Phú, TP Hà Tĩnh"
82,Text,"HEADLINE24","groom_family_3","NHÀ TRAI"
83,Text,"HEADLINE25","groom_family_4","NHÀ TRAI"
84,Text,"GROUP5","grandfather_name","Ông: Lê Đức Thắng"
85,Text,"HEADLINE26","grandfather_name_2","Ông: Lê Đức Thắng"
86,Text,"HEADLINE27","bride_family_4","NHÀ GÁI"
87,Text,"BUTTON5","grandfather_name_3","Ông: Lê Hồng Hải"
88,Text,"BUTTON_TEXT5","button_5","Mừng cưới"
89,Text,"BUTTON6","button_6","Mừng cưới"
90,Text,"BUTTON_TEXT6","view_button_5","Xem chỉ đường"
91,Text,"SECTION3","view_button_6","Xem chỉ đường"
92,Image,"IMAGE4","image_4",""
93,Image,"IMAGE5","image_5",""
94,Image,"IMAGE6","image_6",""
95,Text,"HEADLINE28","headline_28","HUGS"
96,Text,"HEADLINE29","headline_29","HUGS"
97,Text,"HEADLINE30","headline_30","KISSES"
98,Text,"SECTION4","and_text_2","and"
99,Text,"GROUP14","and_text_3","and"
100,Text,"BOX1","text_box1",""
101,Text,"GROUP12","text_group12",""
102,Text,"HEADLINE45","headline_45",""
103,Text,"HEADLINE51","headline_51",""
104,Text,"HEADLINE56","headline_56",""
105,Text,"HEADLINE61","headline_61",""
106,Text,"HEADLINE66","headline_66",""
107,Text,"HEADLINE71","headline_71",""
108,Text,"HEADLINE76","headline_76",""
109,Text,"GROUP9","text_group9",""
110,Text,"HEADLINE35","headline_35",""
111,Text,"HEADLINE36","headline_36",""
112,Text,"HEADLINE37","headline_37",""
113,Text,"HEADLINE38","headline_38",""
114,Text,"HEADLINE39","headline_39",""
115,Text,"HEADLINE40","headline_40",""
116,Text,"HEADLINE41","headline_41",""
117,Text,"GROUP8","text_group8",""
118,Text,"HEADLINE47","headline_47",""
119,Text,"HEADLINE53","headline_53",""
120,Text,"HEADLINE58","headline_58",""
121,Text,"GROUP10","text_group10",""
122,Text,"HEADLINE48","headline_48",""
123,Text,"HEADLINE54","headline_54",""
124,Text,"HEADLINE59","headline_59",""
125,Text,"HEADLINE62","headline_62",""
126,Text,"HEADLINE69","headline_69",""
127,Text,"HEADLINE74","headline_74",""
128,Text,"GROUP11","text_group11",""
129,Text,"HEADLINE44","headline_44",""
130,Text,"HEADLINE50","headline_50",""
131,Text,"HEADLINE55","headline_55",""
132,Text,"HEADLINE60","headline_60",""
133,Text,"HEADLINE63","headline_63",""
134,Text,"HEADLINE70","headline_70",""
135,Text,"HEADLINE75","headline_75",""
136,Text,"GROUP13","text_group13",""
137,Text,"HEADLINE46","headline_46",""
138,Text,"HEADLINE52","headline_52",""
139,Text,"HEADLINE57","headline_57",""
140,Text,"HEADLINE64","headline_64",""
141,Text,"HEADLINE67","headline_67",""
142,Text,"HEADLINE72","headline_72",""
143,Text,"HEADLINE77","headline_77",""
144,Text,"SHAPE5","text_shape5",""
145,Text,"GROUP7","event_month","Tháng 7"
146,Text,"HEADLINE32","event_month_2","Tháng 7"
147,Text,"HEADLINE31","event_month_3","Tháng 7"
148,Text,"HEADLINE33","event_month_4","Tháng 7"
149,Text,"GROUP15","text_group15","Calendar"
150,Text,"LINE12","text_line12","2025"
151,Text,"HEADLINE79","dresscode_title","DRESSCODE"
152,Text,"BOX2","dresscode_title_2","DRESSCODE"
153,Text,"BOX3","dresscode_title_3","DRESSCODE"
154,Image,"IMAGE8","image_8",""
155,Image,"IMAGE9","image_9",""
156,Text,"GROUP16","text_group16","11:00 AM"
157,Image,"IMAGE7","image_7",""
158,Text,"HEADLINE80","headline_80","11:00 AM"
