STT,Loại,ID,Tên cột,Nội dung
1,Image,"style_element","image_style_element",""
2,Image,"background-music","image_background-music",""
3,Image,"music-toggle","image_music-toggle",""
4,Image,"play-icon","image_play-icon",""
5,Image,"pause-icon","image_pause-icon",""
6,Text,"shape_HOEZqkbZqe","text_shape_hoezqkbzqe",""
7,Text,"SECTION1","text_section1","HOÀNG VI"
8,Image,"IMAGE2","image_2",""
9,Text,"HEADLINE3","headline_3","HOÀNG VI"
10,Text,"HEADLINE4","headline_4","HOÀNG VI"
11,Text,"HEADLINE5","headline_5","HOÀNG VI"
12,Text,"HEADLINE6","event_year","NAM KIÊN"
13,Text,"GROUP15","and_text","and"
14,Text,"BOX7","text_box7","06 ⋅ 08 ⋅ 2025"
15,Text,"SHAPE5","text_shape5",""
16,Text,"SECTION2","text_section2",""
17,Image,"IMAGE3","image_3",""
18,Image,"IMAGE4","image_4",""
19,Image,"IMAGE5","image_5",""
20,Text,"GROUP1","text_group1","HUGS"
21,Text,"HEADLINE7","headline_7","HUGS"
22,Text,"HEADLINE8","headline_8","HUGS"
23,Text,"HEADLINE9","headline_9","HUGS"
24,Text,"SECTION3","and_text_2","and"
25,Image,"IMAGE7","image_7",""
26,Text,"GROUP2","save_text","SAVE"
27,Text,"HEADLINE10","save_text_2","SAVE"
28,Text,"HEADLINE11","save_text_3","SAVE"
29,Text,"HEADLINE13","save_text_4","SAVE"
30,Text,"LINE1","date_text","DATE"
31,Text,"HEADLINE14","the_text","the"
32,Text,"HEADLINE15","invitation_text","TRÂN TRỌNG KÍNH MỜI"
33,Text,"HEADLINE16","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
34,Text,"HEADLINE17","hotel_name","KHÁCH SẠN"
35,Text,"BUTTON2","button_2","54, P. Liễu Giai, Cống Vị, Ba Đình, Hà Nội"
36,Text,"BUTTON_TEXT2","view_button","Xem chỉ đường"
37,Text,"HEADLINE18","view_button_2","Xem chỉ đường"
38,Text,"HEADLINE19","view_button_3","Xem chỉ đường"
39,Text,"HEADLINE20","and_text_3","Vào lúc, 11:30 - Chủ Nhật"
40,Text,"LINE2","event_date","Tức Ngày 13 Tháng 06 Năm Ất Tỵ"
41,Text,"HEADLINE21","event_date_2","Tức Ngày 13 Tháng 06 Năm Ất Tỵ"
42,Text,"HEADLINE67","headline_67","Welcome"
43,Text,"HEADLINE68","headline_68","Welcome"
44,Text,"SECTION4","marriage_ceremony","ĐẾN DỰ LỄ THÀNH HÔN CỦA CHÚNG TÔI TẠI"
45,Text,"BOX1","marriage_ceremony_2","ĐẾN DỰ LỄ THÀNH HÔN CỦA CHÚNG TÔI TẠI"
46,Text,"HEADLINE22","the_text_2","The"
47,Text,"HEADLINE23","the_text_3","The"
48,Text,"HEADLINE24","the_text_4","The"
49,Text,"BOX2","and_text_4","Để buổi tiệc thêm phần sang trọng và đồng điệu, mình mong"
50,Text,"BOX5","text_box5","WEDDING"
51,Text,"SECTION5","text_section5","WEDDING"
52,Image,"IMAGE10","image_10",""
53,Text,"HEADLINE25","headline_25","WEDDING"
54,Image,"IMAGE11","image_11",""
55,Text,"HEADLINE26","headline_26","CALENDAR"
56,Text,"HEADLINE41","event_month","THÁNG 08.2025"
57,Text,"GROUP5","event_month_2","THÁNG 08.2025"
58,Text,"COUNTDOWN1","text_countdown1","Countdown"
59,Text,"COUNTDOWN_ITEM1","text_countdown_item1",""
60,Text,"COUNTDOWN_ITEM2","text_countdown_item2",""
61,Text,"COUNTDOWN_ITEM3","event_date_3","Ngày"
62,Text,"COUNTDOWN_ITEM4","event_date_4","Ngày"
63,Text,"HEADLINE42","event_date_5","Ngày"
64,Text,"HEADLINE43","event_date_6","Ngày"
65,Text,"HEADLINE44","event_date_7","Ngày"
66,Text,"HEADLINE45","event_time","Giờ"
67,Image,"IMAGE12","image_12",""
68,Text,"HEADLINE27","weekday","THỨ 7"
69,Text,"HEADLINE28","weekday_2","THỨ 7"
70,Text,"HEADLINE31","weekday_3","THỨ 7"
71,Text,"HEADLINE32","headline_32","CHỦ NHẬT"
72,Text,"HEADLINE33","weekday_4","THỨ 6"
73,Text,"HEADLINE29","weekday_5","THỨ 5"
74,Text,"HEADLINE30","weekday_6","THỨ 4"
75,Text,"HEADLINE34","weekday_7","THỨ 2"
76,Text,"HEADLINE35","weekday_8","THỨ 3"
77,Text,"HEADLINE36","headline_36",""
78,Text,"HEADLINE37","headline_37",""
79,Text,"HEADLINE38","headline_38",""
80,Text,"HEADLINE39","headline_39",""
81,Text,"HEADLINE40","headline_40",""
82,Text,"SHAPE2","text_shape2",""
83,Text,"GROUP28","groom_family","Tiệc Cưới Nhà Trai"
84,Text,"GROUP29","groom_family_2","Tiệc Cưới Nhà Trai"
85,Text,"BOX14","groom_family_3","Tiệc Cưới Nhà Trai"
86,Text,"HEADLINE86","groom_family_4","Tiệc Cưới Nhà Trai"
87,Text,"PARAGRAPH10","groom_family_5","Tiệc Cưới Nhà Trai"
88,Text,"PARAGRAPH11","groom_family_6","Tiệc Cưới Nhà Trai"
89,Image,"IMAGE37","image_37",""
90,Text,"BUTTON16","confirm_button","Xác nhận tham dự"
91,Text,"BUTTON_TEXT16","confirm_button_2","Xác nhận tham dự"
92,Text,"BUTTON17","confirm_button_3","Xác nhận tham dự"
93,Text,"BUTTON_TEXT17","view_button_4","Xem bản đồ"
94,Text,"GROUP30","view_button_5","Xem bản đồ"
95,Text,"GROUP31","view_button_6","Xem bản đồ"
96,Text,"BOX15","bride_family","Tiệc Cưới Nhà Gái"
97,Text,"HEADLINE89","bride_family_2","Tiệc Cưới Nhà Gái"
98,Text,"PARAGRAPH12","bride_family_3","Tiệc Cưới Nhà Gái"
99,Text,"PARAGRAPH13","bride_family_4","Tiệc Cưới Nhà Gái"
100,Image,"IMAGE38","image_38",""
101,Text,"BUTTON18","confirm_button_4","Xác nhận tham dự"
102,Text,"BUTTON_TEXT18","confirm_button_5","Xác nhận tham dự"
103,Text,"BUTTON19","confirm_button_6","Xác nhận tham dự"
104,Text,"BUTTON_TEXT19","view_button_7","Xem bản đồ"
105,Text,"PARAGRAPH14","view_button_8","Xem bản đồ"
106,Text,"SECTION6","wedding_party","Tiệc Cưới và Lễ Thành Hôn"
107,Text,"GROUP12","wedding_party_2","Tiệc Cưới và Lễ Thành Hôn"
108,Text,"HEADLINE46","headline_46","best"
109,Text,"HEADLINE47","headline_47","best"
110,Text,"HEADLINE48","headline_48","best"
111,Text,"GROUP6","text_group6","day"
112,Text,"HEADLINE49","headline_49","ever"
113,Text,"HEADLINE50","headline_50","17:30 | ĐÓN KHÁCH"
114,Text,"GROUP7","venue_name","Khách mời đến địa điểm tổ chứ tiệc"
115,Text,"HEADLINE51","venue_name_2","Khách mời đến địa điểm tổ chứ tiệc"
116,Text,"HEADLINE52","wedding_ceremony","18:30 | LỄ CƯỚI"
117,Text,"GROUP8","text_group8","Rót rượu &amp; cắt bánh"
118,Text,"HEADLINE53","headline_53","Rót rượu &amp; cắt bánh"
119,Text,"HEADLINE54","headline_54","19:00 | NHẬP TIỆC"
120,Text,"GROUP9","text_group9","Khai tiệc"
121,Text,"HEADLINE55","headline_55","Khai tiệc"
122,Text,"HEADLINE56","headline_56","20:00 | DANCING PARTY"
123,Text,"SECTION10","groom_name","First Dance - Điệu nhảy đầu tiên của cô dâu chú rể"
124,Text,"PARAGRAPH2","album_title","Album ảnh của chúng tôi!"
125,Image,"IMAGE24","image_24",""
126,Image,"IMAGE25","image_25",""
127,Image,"IMAGE26","image_26",""
