STT,Loại,ID,Tên cột,Nội dung
1,Image,"background-music","image_background-music",""
2,Image,"music-toggle","image_music-toggle",""
3,Image,"play-icon","image_play-icon",""
4,Image,"pause-icon","image_pause-icon",""
5,Text,"shape_CfykuqaKEx","text_shape_cfykuqakex","Freepik"
6,Text,"SECTION1","text_section1","Chúng Mình Cưới"
7,Text,"GROUP33","text_group33","Chúng Mình Cưới"
8,Image,"IMAGE1","image_1",""
9,Text,"HEADLINE3","headline_3","Chúng Mình Cưới"
10,Text,"HEADLINE4","headline_4","Chúng Mình Cưới"
11,Text,"HEADLINE5","headline_5","Chúng Mình Cưới"
12,Text,"GROUP43","text_group43","Minh Khang &amp; Bảo Ngọc"
13,Image,"IMAGE27","image_27",""
14,Image,"IMAGE28","image_28",""
15,Text,"SECTION2","text_section2","Minh Khang &amp; Bảo Ngọc"
16,Image,"IMAGE37","image_37",""
17,Text,"HEADLINE6","headline_6","Minh Khang &amp; Bảo Ngọc"
18,Text,"HEADLINE7","headline_7","Minh Khang &amp; Bảo Ngọc"
19,Text,"GROUP34","love_text","Thế nào là yêu đúng người?"
20,Image,"IMAGE3","image_3",""
21,Image,"IMAGE4","image_4",""
22,Text,"GROUP1","text_group1","Bảo Ngọc"
23,Text,"HEADLINE8","headline_8","Bảo Ngọc"
24,Text,"HEADLINE9","headline_9","Bảo Ngọc"
25,Text,"GROUP35","text_group35","Bảo Ngọc"
26,Text,"GROUP3","text_group3","Út Nữ"
27,Image,"IMAGE5","image_5",""
28,Image,"IMAGE6","image_6",""
29,Text,"GROUP4","text_group4","Minh Khang"
30,Text,"HEADLINE10","headline_10","Minh Khang"
31,Text,"HEADLINE11","headline_11","Minh Khang"
32,Text,"GROUP42","text_group42","Minh Khang"
33,Text,"GROUP5","event_year","Trưởng Nam"
34,Text,"HEADLINE12","event_year_2","Trưởng Nam"
35,Text,"HEADLINE13","bride_family","Nhà Gái"
36,Image,"IMAGE7","image_7",""
37,Text,"GROUP6","grandmother_name","Bà : Bùi Thị Thu"
38,Text,"HEADLINE14","groom_family","Nhà Trai"
39,Text,"HEADLINE15","groom_family_2","Nhà Trai"
40,Text,"GROUP47","grandfather_name","Ông : Đặng Tất Thuần"
41,Image,"IMAGE36","image_36",""
42,Text,"GROUP48","sincerely_text","TRÂN TRỌNG BÁO TIN"
43,Text,"BOX20","sincerely_text_2","TRÂN TRỌNG BÁO TIN"
44,Text,"HEADLINE68","sincerely_text_3","TRÂN TRỌNG BÁO TIN"
45,Text,"HEADLINE69","sincerely_text_4","TRÂN TRỌNG BÁO TIN"
46,Text,"HEADLINE70","headline_70","CỦA HAI CON CHÚNG TÔI"
47,Text,"HEADLINE71","headline_71","Minh Khang &amp; Bảo Ngọc"
48,Text,"HEADLINE72","headline_72","HÔN LỄ ĐƯỢC TỔ CHỨC TẠI TƯ GIA"
49,Text,"HEADLINE73","and_text","Vào lúc 11:00 - Chủ Nhật"
50,Text,"SECTION3","event_date","( Tức ngày 20 tháng 05 năm Ất Tỵ )"
51,Image,"IMAGE29","image_29",""
52,Text,"GROUP12","invitation_text","TRÂN TRỌNG KÍNH MỜI"
53,Text,"BOX2","invitation_text_2","TRÂN TRỌNG KÍNH MỜI"
54,Text,"GROUP8","invitation_text_3","TRÂN TRỌNG KÍNH MỜI"
55,Text,"HEADLINE22","invitation_text_4","TRÂN TRỌNG KÍNH MỜI"
56,Text,"FORM2","invitation_text_5","TRÂN TRỌNG KÍNH MỜI"
57,Text,"BUTTON2","invitation_text_6","TRÂN TRỌNG KÍNH MỜI"
58,Text,"BUTTON_TEXT2","event_date_2","Đặt ngay"
59,Text,"FORM_ITEM2","event_date_3","Đặt ngay"
60,Text,"HEADLINE23","headline_23","ĐẾN DỰ BUỔI TIỆC"
61,Text,"HEADLINE24","headline_24","ĐẾN DỰ BUỔI TIỆC"
62,Text,"HEADLINE25","wedding_party","TẠI TRUNG TÂM HỘI NGHỊ TIỆC CƯỚI"
63,Text,"HEADLINE26","wedding_party_2","TẠI TRUNG TÂM HỘI NGHỊ TIỆC CƯỚI"
64,Text,"HEADLINE27","headline_27","Vạn Phước Center"
65,Text,"GROUP9","text_group9","Ấp Thới Sơn, Tân Bình, Vĩnh Cửu, Đồng Nai"
66,Text,"PARAGRAPH4","event_time","Vào lúc 11 giờ 00"
67,Text,"PARAGRAPH5","event_month","Tháng 6"
68,Text,"PARAGRAPH6","text_6","Chủ Nhật"
69,Text,"PARAGRAPH7","text_7","2025"
70,Text,"PARAGRAPH8","text_8","2025"
71,Text,"PARAGRAPH9","event_date_4","( Tức ngày 13 tháng 05 năm Ất Tỵ )"
72,Text,"BUTTON4","button_4","Sự hiện diện của quý khách là niềm vinh dự"
73,Text,"BUTTON_TEXT4","view_button","Xem bản đồ"
74,Text,"HEADLINE28","view_button_2","Xem bản đồ"
75,Text,"LINE5","view_button_3","Xem bản đồ"
76,Text,"GROUP18","timeline_title","Timeline"
77,Text,"HEADLINE29","timeline_title_2","Timeline"
78,Text,"HEADLINE32","vu_quy_ceremony","Lễ Vu Quy"
79,Text,"SHAPE1","vu_quy_ceremony_2","Lễ Vu Quy"
80,Text,"GROUP17","text_group17","08/06/2025"
81,Text,"HEADLINE30","headline_30","08/06/2025"
82,Text,"HEADLINE31","headline_31","08/06/2025"
83,Text,"SHAPE5","text_shape5","08/06/2025"
84,Text,"GROUP14","marriage_ceremony","Lễ Thành Hôn"
85,Text,"GROUP16","marriage_ceremony_2","Lễ Thành Hôn"
86,Text,"HEADLINE33","marriage_ceremony_3","Lễ Thành Hôn"
87,Text,"HEADLINE36","marriage_ceremony_4","Lễ Thành Hôn"
88,Text,"SHAPE6","marriage_ceremony_5","Lễ Thành Hôn"
89,Text,"GROUP15","groom_family_3","Tiệc Cưới Nhà Trai"
90,Text,"HEADLINE34","groom_family_4","Tiệc Cưới Nhà Trai"
91,Text,"HEADLINE35","groom_family_5","Tiệc Cưới Nhà Trai"
92,Text,"SHAPE7","groom_family_6","Tiệc Cưới Nhà Trai"
93,Text,"HEADLINE37","dresscode_title","Dresscode"
94,Text,"GROUP50","dresscode_title_2","Dresscode"
95,Text,"HEADLINE77","dresscode_title_3","Dresscode"
96,Text,"BOX3","text_box3","Đen"
97,Text,"BOX4","text_box4","Đen"
98,Text,"HEADLINE39","headline_39","Đen"
99,Text,"HEADLINE40","headline_40","Trắng"
100,Text,"BOX21","text_box21","Trắng"
101,Text,"SECTION5","text_section5",""
102,Image,"IMAGE10","image_10",""
103,Image,"IMAGE11","image_11",""
104,Image,"IMAGE12","image_12",""
105,Text,"GROUP19","text_group19","LẦN ĐẦU GẶP NHAU"
106,Text,"BOX7","text_box7","LẦN ĐẦU GẶP NHAU"
107,Text,"HEADLINE42","headline_42","LẦN ĐẦU GẶP NHAU"
108,Text,"HEADLINE43","headline_43","LẦN ĐẦU GẶP NHAU"
109,Text,"HEADLINE44","headline_44","LẦN ĐẦU GẶP NHAU"
110,Image,"IMAGE13","image_13",""
111,Text,"GROUP21","love_text_2","NHẬN LỜI YÊU"
112,Text,"BOX9","love_text_3","NHẬN LỜI YÊU"
113,Text,"HEADLINE45","love_text_4","NHẬN LỜI YÊU"
114,Text,"HEADLINE46","love_text_5","NHẬN LỜI YÊU"
115,Text,"HEADLINE47","love_text_6","NHẬN LỜI YÊU"
116,Image,"IMAGE18","image_18",""
117,Image,"IMAGE19","image_19",""
118,Text,"GROUP23","text_group23","MÃI BÊN NHAU NHÉ!"
119,Text,"BOX10","text_box10","MÃI BÊN NHAU NHÉ!"
120,Text,"HEADLINE48","headline_48","MÃI BÊN NHAU NHÉ!"
121,Text,"HEADLINE49","headline_49","MÃI BÊN NHAU NHÉ!"
122,Text,"HEADLINE50","headline_50","MÃI BÊN NHAU NHÉ!"
123,Image,"IMAGE30","image_30",""
124,Image,"IMAGE31","image_31",""
125,Image,"IMAGE32","image_32",""
126,Image,"IMAGE38","image_38",""
127,Text,"SECTION6","text_section6","KHOẢNH KHẮC ĐÁNG NHỚ"
128,Text,"HEADLINE51","headline_51","KHOẢNH KHẮC ĐÁNG NHỚ"
129,Image,"GALLERY1","gallery_1",""
130,Text,"pwRkrmVPrK","text_pwrkrmvprk","KHOẢNH KHẮC ĐÁNG NHỚ"
131,Text,"SECTION7","confirm_button","Xác Nhận Tham Dự"
132,Text,"GROUP39","confirm_button_2","Xác Nhận Tham Dự"
133,Text,"HEADLINE53","confirm_button_3","Xác Nhận Tham Dự"
134,Text,"HEADLINE54","confirm_button_4","Xác Nhận Tham Dự"
135,Text,"GROUP28","send_button","Gửi đi"
136,Text,"FORM3","send_button_2","Gửi đi"
